,global_rank,title,id,release_date,day,month,year,max_theaters_used,first_day_sales,first_weekend_sales,first_week_sales,total_sales,viewers_by_theaters,Unnamed: 0,tmdb_id,budget,imdb_id,original_language,original_title,tmdb_popularity,runtime,tagline,tmdb_vote_count,tmdb_vote_average,cast1,cast1_popularity,cast2,cast2_popularity,cast3,cast3_popularity
560,543,Sex Friends,11778,2011-02-16,16,2,2011,301,71912.0,314835.0,395113,943569,3134.0,2453.0,41630.0,25000000.0,tt1411238,en,No Strings Attached,108.444,115.0,L'amitié a ses avantages...,3985.0,6.3,Natalie Portman,29.39,Ashton Kutcher,13.894,Kevin Kline,8.553
561,544,L'Homme irrationnel,15335,2015-10-14,14,10,2015,463,43645.0,273891.0,354687,942780,2036.0,,,,,,,,,,,,,,,,,
562,545,Les Vieux fourneaux,18255,2018-08-22,22,8,2018,659,55775.0,258569.0,337139,939040,1424.0,,,,,,,,,,,,,,,,,
563,546,"Arrietty, le petit monde des chapardeurs",11791,2011-01-12,12,1,2011,281,25278.0,161958.0,183156,934073,3324.0,2452.0,51739.0,23000000.0,tt1568921,ja,借りぐらしのアリエッティ,34.429,94.0,,2160.0,7.6,Mirai Shida,7.819,Ryunosuke Kamiki,8.51,Tomokazu Miura,3.783
564,547,Sexy Dance 3D,11254,2010-08-18,18,8,2010,297,85331.0,268995.0,355666,930843,3134.0,,,,,,,,,,,,,,,,,
565,548,xXx : Reactivated,15746,2017-01-18,18,1,2017,550,76363.0,400019.0,450091,927991,1687.0,3090.0,47971.0,85000000.0,tt1293847,en,xXx: Return of Xander Cage,80.186,107.0,"Il n'y a plus de patriotes, juste des rebelles et des tyrans.",5626.0,5.9,Vin Diesel,26.658,Donnie Yen,18.654,Deepika Padukone,4.942
566,549,Le Meilleur reste à venir,19700,2019-12-04,4,12,2019,788,48519.0,246716.0,316885,927601,1177.0,,,,,,,,,,,,,,,,,
567,550,Jack Reacher 2,15627,2016-10-19,19,10,2016,480,66445.0,380997.0,489442,926882,1931.0,,,,,,,,,,,,,,,,,
568,551,À la poursuite de demain,13808,2015-05-20,20,5,2015,746,46306.0,296306.0,418815,925754,1240.0,2339.0,158852.0,190000000.0,tt1964418,en,Tomorrowland,71.974,130.0,Et s'il existait un endroit où tout était possible ?,6120.0,6.2,George Clooney,16.481,Hugh Laurie,6.046,Britt Robertson,22.95
569,552,Rebelles,18932,2019-03-13,13,3,2019,429,39079.0,281111.0,422241,925503,2157.0,3137.0,569814.0,0.0,tt8083606,fr,Rebelles,8.878,87.0,,272.0,6.1,Cécile de France,7.466,Audrey Lamy,6.049,Yolande Moreau,4.664
570,553,Gemini Man,19334,2019-10-02,2,10,2019,519,46877.0,306536.0,360006,922507,1777.0,3136.0,453405.0,138000000.0,tt1025100,en,Gemini Man,59.132,117.0,Qui vous sauvera de vous-même ?,4258.0,6.4,Will Smith,25.561,Mary Elizabeth Winstead,29.188,Clive Owen,9.461
571,554,Un + une,15510,2015-12-09,9,12,2015,623,47714.0,251111.0,325092,920901,1478.0,,,,,,,,,,,,,,,,,
572,555,Terminator: Dark Fate,18637,2019-10-23,23,10,2019,455,68441.0,356830.0,449453,918126,2017.0,,,,,,,,,,,,,,,,,
573,556,Grâce à Dieu,18874,2019-02-20,20,2,2019,672,48044.0,213161.0,275767,915327,1362.0,3134.0,509364.0,0.0,tt8095860,fr,Grâce à Dieu,11.273,137.0,,431.0,7.2,Melvil Poupaud,5.984,Denis Ménochet,7.322,Swann Arlaud,4.085
574,557,Resident Evil : Afterlife 3D,10891,2010-09-22,22,9,2010,412,70336.0,360771.0,404807,911560,2212.0,,,,,,,,,,,,,,,,,
575,558,Lolo,15485,2015-10-28,28,10,2015,620,101175.0,380541.0,443169,906840,1462.0,2337.0,341392.0,0.0,tt4085944,fr,Lolo,8.69,99.0,Parfois le bonheur ne tient qu'a un fils,307.0,5.3,Julie Delpy,10.215,Dany Boon,8.485,Vincent Lacoste,4.993
576,559,Ocean's 8,17346,2018-06-13,13,6,2018,571,62459.0,257536.0,318773,901037,1577.0,3914.0,402900.0,70000000.0,tt5164214,en,Ocean's Eight,72.982,110.0,Nouvelle équipe. Nouveau plan. Nouveau casse.,7020.0,7.0,Sandra Bullock,24.909,Cate Blanchett,19.278,Anne Hathaway,35.053
577,560,Inferno,13762,2016-11-09,9,11,2016,566,39404.0,408550.0,464722,900311,1590.0,2302.0,207932.0,75000000.0,tt3062096,en,Inferno,42.726,121.0,Son plus grand défi. Le dernier espoir de l’humanité.,5467.0,6.0,Tom Hanks,27.68,Felicity Jones,17.879,Omar Sy,11.612
578,561,Paranormal Activity 4,12812,2012-10-31,31,10,2012,260,176432.0,508798.0,616602,900235,3462.0,2424.0,82990.0,5000000.0,tt2109184,en,Paranormal Activity 4,33.311,87.0,Ça n'a jamais été aussi proche.,1548.0,5.4,Katie Featherston,5.334,Kathryn Newton,20.804,Matt Shively,3.257
579,562,Everest (2015),14954,2015-09-23,23,9,2015,439,41280.0,258597.0,313160,898175,2045.0,,,,,,,,,,,,,,,,,
580,563,"3 Billboards, Les Panneaux de la vengeance",17405,2018-01-17,17,1,2018,307,25864.0,194143.0,239977,894653,2914.0,,,,,,,,,,,,,,,,,
581,564,Cowboys & envahisseurs,11347,2011-08-24,24,8,2011,480,95804.0,371964.0,453467,893929,1862.0,,,,,,,,,,,,,,,,,
582,565,Joséphine s'arrondit,15613,2016-02-10,10,2,2016,401,56924.0,302658.0,390145,893357,2227.0,2301.0,369780.0,0.0,tt4741686,fr,Joséphine s'arrondit,5.381,95.0,,250.0,5.9,Marilou Berry,4.445,Mehdi Nebbou,3.438,Medi Sadoun,5.43
583,566,Cro Man,17529,2018-02-07,7,2,2018,576,48109.0,159655.0,191950,891037,1546.0,3544.0,387592.0,50000000.0,tt4701724,en,Early Man,19.901,89.0,Bronze vs pierre - Le clash des âges,648.0,6.1,Eddie Redmayne,33.778,Tom Hiddleston,29.12,Maisie Williams,20.071
584,567,Le Mystère Henri Pick,18899,2019-03-06,6,3,2019,614,59834.0,294945.0,362932,889328,1448.0,3133.0,566454.0,0.0,tt8263936,fr,Le Mystère Henri Pick,9.047,100.0,,376.0,6.5,Fabrice Luchini,6.288,Camille Cottin,7.109,Alice Isaaz,6.406
585,568,Quai d'Orsay,13710,2013-11-06,6,11,2013,403,39344.0,251613.0,372944,887846,2203.0,2392.0,209355.0,5112027.0,tt2609222,fr,Quai d'Orsay,8.585,113.0,Il doit écrire les discours du ministre !,228.0,6.1,Thierry Lhermitte,1.816,Raphaël Personnaz,6.95,Niels Arestrup,4.07
586,569,Ernest et Célestine,13171,2012-12-12,12,12,2012,654,52955.0,135008.0,170049,884209,1352.0,2423.0,126319.0,12516654.0,tt1816518,fr,Ernest et Célestine,8.968,79.0,,455.0,7.8,Anne-Marie Loop,1.568,Lambert Wilson,17.157,Pauline Brunner,1.418
587,570,Looper,12771,2012-10-31,31,10,2012,359,59297.0,342193.0,424568,883805,2461.0,2422.0,59967.0,30000000.0,tt1276104,en,Looper,46.623,110.0,Affrontez votre futur.,8828.0,6.9,Joseph Gordon-Levitt,16.948,Bruce Willis,22.43,Emily Blunt,22.704
588,571,Marie-Francine,17071,2017-05-31,31,5,2017,625,46997.0,260000.0,370214,883778,1414.0,3089.0,428756.0,0.0,tt6081632,fr,Marie-Francine,6.81,95.0,,180.0,5.5,Valérie Lemercier,1.506,Denis Podalydès,2.132,Patrick Timsit,1.567
589,572,Les Figures de l'ombre,16613,2017-03-08,8,3,2017,273,34263.0,187676.0,230488,883606,3236.0,3088.0,381284.0,25000000.0,tt4846340,en,Hidden Figures,80.06,127.0,"Elles voulaient changer leur vies, elles ont changé l'Histoire.",7678.0,8.1,Taraji P. Henson,12.425,Octavia Spencer,8.646,Janelle Monáe,5.619
590,573,Star Trek Into Darkness,11132,2013-06-12,12,6,2013,610,88477.0,360324.0,433073,879931,1442.0,2391.0,54138.0,190000000.0,tt1408101,en,Star Trek Into Darkness,56.89,130.0,Notre monde va sombrer.,7966.0,7.3,Chris Pine,22.203,Zachary Quinto,8.128,Zoe Saldana,19.751
591,574,"Les Pirates ! Bons à rien, Mauvais en tout",12648,2012-03-28,28,3,2012,557,32174.0,161577.0,175826,879214,1578.0,,,,,,,,,,,,,,,,,
592,575,The Dictator,12419,2012-06-20,20,6,2012,479,63405.0,267872.0,411656,877450,1831.0,1969.0,76493.0,65000000.0,tt1645170,en,The Dictator,33.115,83.0,C'est de la bombe !,4788.0,6.1,Sacha Baron Cohen,9.016,Ben Kingsley,15.411,Anna Faris,17.612
593,576,Limitless,11983,2011-06-08,8,6,2011,306,40010.0,250432.0,340043,877210,2866.0,2270.0,51876.0,27000000.0,tt1219289,en,Limitless,91.024,105.0,"Et si une pilule pouvait vous permettre de devenir intelligent, riche et puissant ?",8938.0,7.2,Bradley Cooper,40.631,Robert De Niro,23.276,Abbie Cornish,12.552
594,577,The Tree of Life,11325,2011-05-17,17,5,2011,351,52956.0,,52956,872895,2486.0,,,,,,,,,,,,,,,,,
595,578,Camille redouble,12989,2012-09-12,12,9,2012,535,28125.0,196179.0,244443,871645,1629.0,1968.0,135281.0,0.0,tt2253939,fr,Camille redouble,7.049,115.0,,174.0,6.2,Noémie Lvovsky,3.016,Samir Guesmi,2.653,Mathieu Amalric,7.848
596,578,Camille redouble,12989,2012-09-12,12,9,2012,535,28125.0,196179.0,244443,871645,1629.0,3387.0,135281.0,0.0,tt2253939,fr,Camille redouble,7.049,115.0,,174.0,6.2,Noémie Lvovsky,3.016,Samir Guesmi,2.653,Mathieu Amalric,7.848
597,579,Premier Contact,16044,2016-12-07,7,12,2016,378,42223.0,247403.0,300058,866769,2293.0,,,,,,,,,,,,,,,,,
598,580,Vous allez rencontrer un bel et sombre inconnu,11440,2010-10-06,6,10,2010,442,42910.0,271686.0,337498,866732,1960.0,2482.0,38031.0,22000000.0,tt1182350,en,You Will Meet a Tall Dark Stranger,9.175,98.0,,695.0,5.9,Gemma Jones,12.719,Pauline Collins,9.856,Anthony Hopkins,19.151
599,581,Les Frères Sisters,18157,2018-09-19,19,9,2018,536,29660.0,240312.0,298782,864897,1613.0,3543.0,440161.0,38000000.0,tt4971344,en,The Sisters Brothers,18.198,117.0,Tue et gagne ta vie.,1565.0,6.8,John C. Reilly,14.232,Joaquin Phoenix,16.746,Jake Gyllenhaal,25.473
600,582,Amitiés sincères,13179,2013-01-30,30,1,2013,483,56530.0,285465.0,363024,863871,1788.0,1940.0,199549.0,0.0,tt2081435,fr,Amitiés sincères,2.54,104.0,,30.0,6.1,Gérard Lanvin,4.0,Jean-Hugues Anglade,8.258,Wladimir Yordanoff,1.62
601,583,L'Ecume des jours,12926,2013-04-24,24,4,2013,502,47392.0,297578.0,391386,861627,1716.0,1939.0,157820.0,16040770.0,tt2027140,fr,L'écume des jours,10.438,125.0,La plus poignante des histoires d'amour,510.0,6.2,Romain Duris,13.308,Audrey Tautou,17.396,Gad Elmaleh,7.905
602,584,Les Chemins de la liberté,11735,2011-01-26,26,1,2011,498,42002.0,315015.0,391619,860353,1727.0,,,,,,,,,,,,,,,,,
603,585,Royal Corgi,19002,2019-04-10,10,4,2019,584,83792.0,198256.0,284411,859633,1471.0,3132.0,509730.0,0.0,tt6563576,en,The Queen's Corgi,26.003,92.0,Une famille en or,330.0,6.1,Rusty Shackleford,2.026,Jo Wyatt,2.641,Mari Devon,0.6
604,586,Escape Game,18867,2019-02-27,27,2,2019,306,49923.0,248632.0,300315,858915,2806.0,1114.0,522681.0,9000000.0,tt5886046,en,Escape Room,79.851,100.0,Sortir ou mourir.,3723.0,6.5,Taylor Russell,17.972,Logan Miller,13.172,Deborah Ann Woll,20.539
605,587,Opération casse-noisette 2,16734,2017-10-25,25,10,2017,470,78001.0,289218.0,385048,858792,1827.0,,,,,,,,,,,,,,,,,
606,588,Rémi sans famille,18565,2018-12-12,12,12,2018,748,52984.0,200338.0,239526,857515,1146.0,3542.0,458302.0,0.0,tt6741368,fr,Rémi sans famille,17.337,109.0,,336.0,8.0,Maleaume Paquin,5.664,Daniel Auteuil,8.333,Virginie Ledoyen,14.374
607,589,The Tourist,11501,2010-12-15,15,12,2010,568,42184.0,227172.0,316258,856702,1508.0,2481.0,37710.0,100000000.0,tt1243957,en,The Tourist,71.284,103.0,Le voyage parfait. Le piège parfait.,4651.0,6.2,Johnny Depp,42.666,Angelina Jolie,22.02,Paul Bettany,18.426
608,590,120 battements par minute,17100,2017-08-23,23,8,2017,520,44982.0,171069.0,220069,855148,1644.0,2734.0,451945.0,6600000.0,tt6135348,fr,120 battements par minute,12.254,135.0,,1164.0,7.8,Nahuel Pérez Biscayart,5.713,Arnaud Valois,3.64,Adèle Haenel,7.517
609,591,"Lego Batman, Le Film",16062,2017-02-08,8,2,2017,549,74867.0,253673.0,346187,854163,1555.0,,,,,,,,,,,,,,,,,
610,592,Un moment d'égarement (2015),15307,2015-06-24,24,6,2015,450,40738.0,199483.0,303270,854153,1898.0,,,,,,,,,,,,,,,,,
611,593,Simetierre (2019),18649,2019-04-10,10,4,2019,371,69812.0,306586.0,385254,850945,2293.0,,,,,,,,,,,,,,,,,
612,594,Hansel et Gretel,12574,2013-03-06,6,3,2013,421,59512.0,303804.0,357266,850027,2019.0,1938.0,200462.0,135000.0,tt2415464,en,Hansel & Gretel,10.021,90.0,,123.0,4.8,Dee Wallace,9.115,Stephanie Greco,1.313,Brent Lydic,0.787
613,595,Money Monster,15647,2016-05-12,12,5,2016,438,,225701.0,305385,847743,1935.0,1849.0,303858.0,27000000.0,tt2241351,en,Money Monster,18.844,95.0,La vérité peut tuer,2564.0,6.4,George Clooney,16.481,Julia Roberts,11.128,Jack O'Connell,8.423
614,596,Douleur et gloire,19010,2019-05-17,17,5,2019,673,36645.0,171166.0,237771,846952,1258.0,,,,,,,,,,,,,,,,,
615,597,Halloween (2018),18191,2018-10-24,24,10,2018,313,61460.0,298616.0,413854,843769,2695.0,,,,,,,,,,,,,,,,,
616,598,John Wick Parabellum,18107,2019-05-22,22,5,2019,372,69021.0,281936.0,336599,842313,2264.0,,,,,,,,,,,,,,,,,
617,599,Les Invités de mon père,11204,2010-03-31,31,3,2010,252,39135.0,,303708,841772,3340.0,,,,,,,,,,,,,,,,,
618,600,Pupille,18674,2018-12-05,5,12,2018,474,40401.0,201167.0,263524,841209,1774.0,3539.0,489418.0,0.0,tt7543930,fr,Pupille,7.17,115.0,,332.0,7.5,Sandrine Kiberlain,7.897,Gilles Lellouche,6.318,Miou-Miou,3.095
619,601,Mission : Noël Les aventures de la famille Noël,12417,2011-11-23,23,11,2011,505,44254.0,182450.0,192853,840666,1664.0,,,,,,,,,,,,,,,,,
620,602,La Guerre est déclarée,12348,2011-08-31,31,8,2011,347,30032.0,168892.0,209728,837880,2414.0,,,,,,,,,,,,,,,,,
621,603,Diversion,14747,2015-03-25,25,3,2015,347,71164.0,304740.0,371490,837056,2412.0,2334.0,581472.0,0.0,tt8131466,fr,Diversion,1.039,22.0,,6.0,4.7,Eric Poulain,0.6,Francisco Gil,0.6,Juliette Kowski,0.6
622,604,La Grande muraille,15652,2017-01-11,11,1,2017,376,42342.0,315339.0,375857,836901,2225.0,,,,,,,,,,,,,,,,,
623,605,Baby Driver,17184,2017-07-19,19,7,2017,318,52109.0,233123.0,302528,834898,2625.0,3085.0,339403.0,34000000.0,tt3890160,en,Baby Driver,129.428,113.0,Partir ou mourir.,13114.0,7.5,Ansel Elgort,20.147,Kevin Spacey,14.713,Lily James,16.501
624,606,Mammuth,11226,2010-04-21,21,4,2010,269,25132.0,166004.0,200405,833473,3098.0,2299.0,37832.0,3000000.0,tt1473074,fr,Mammuth,6.6,92.0,,122.0,5.8,Gérard Depardieu,11.087,Yolande Moreau,4.664,Isabelle Adjani,14.915
625,607,Everybody knows,18030,2018-05-09,9,5,2018,550,77581.0,333217.0,391207,829736,1508.0,,,,,,,,,,,,,,,,,
626,608,Snoopy et les Peanuts - Le Film,14858,2015-12-23,23,12,2015,594,112000.0,235346.0,379429,829536,1396.0,,,,,,,,,,,,,,,,,
627,609,The Big Short : le Casse du siècle,15505,2015-12-23,23,12,2015,303,36461.0,209725.0,307638,828929,2735.0,,,,,,,,,,,,,,,,,
628,610,Angry Birds - Le Film,15619,2016-05-11,11,5,2016,549,66430.0,255751.0,334916,828119,1508.0,,,,,,,,,,,,,,,,,
629,611,Red Sparrow,17109,2018-04-04,4,4,2018,334,49867.0,268324.0,331963,827602,2477.0,3538.0,401981.0,69000000.0,tt2873282,en,Red Sparrow,41.17,140.0,Je connais tes secrets.,5135.0,6.5,Jennifer Lawrence,22.663,Joel Edgerton,10.866,Matthias Schoenaerts,10.761
630,612,Elle s'appelait Sarah,11482,2010-10-13,13,10,2010,332,31625.0,201184.0,255461,826891,2490.0,2298.0,53457.0,10000000.0,tt1668200,fr,Elle s'appelait Sarah,10.848,111.0,Découvrez le mystère.,598.0,7.3,Kristin Scott Thomas,9.902,Mélusine Mayance,2.43,Niels Arestrup,4.07
631,613,Ma vie de courgette,16345,2016-10-19,19,10,2016,357,11142.0,122417.0,190027,826289,2314.0,1847.0,393559.0,8000000.0,tt2321405,fr,Ma vie de courgette,8.409,66.0,,1042.0,7.8,Gaspard Schlatter,2.6,Sixtine Murat,1.896,Paulin Jaccoud,1.388
632,614,Le Rite,11779,2011-03-09,9,3,2011,262,54054.0,324494.0,372683,824505,3146.0,2265.0,48171.0,37000000.0,tt1161864,en,The Rite,61.474,109.0,Ne pas y croire ne vous sauvera pas.,1693.0,6.1,Anthony Hopkins,19.151,Colin O'Donoghue,8.533,Alice Braga,35.218
633,615,Red,11470,2010-11-17,17,11,2010,385,36910.0,334087.0,389852,824344,2141.0,,,,,,,,,,,,,,,,,
634,616,The Equalizer 2,17555,2018-08-15,15,8,2018,415,99439.0,295417.0,359680,818996,1973.0,,,,,,,,,,,,,,,,,
635,617,Blanche Neige,12586,2012-04-11,11,4,2012,546,50039.0,237714.0,310673,817797,1497.0,,,,,,,,,,,,,,,,,
636,618,Larguées (2018),17890,2018-04-18,18,4,2018,486,38262.0,149866.0,215864,817739,1682.0,,,,,,,,,,,,,,,,,
637,619,G.I. Joe : Conspiration,12504,2013-03-27,27,3,2013,487,54150.0,350000.0,437058,817270,1678.0,1937.0,72559.0,130000000.0,tt1583421,en,G.I. Joe: Retaliation,36.637,110.0,Les héros de G.I. Joe,4837.0,5.6,Dwayne Johnson,27.81,Bruce Willis,22.43,Jonathan Pryce,11.799
638,620,Le Tout Nouveau Testament,15384,2015-09-02,2,9,2015,700,50357.0,259132.0,301140,816423,1166.0,,,,,,,,,,,,,,,,,
639,621,Le Retour du Héros,17556,2018-02-14,14,2,2018,489,53347.0,289307.0,372856,816197,1669.0,,,,,,,,,,,,,,,,,
640,622,Les Nouvelles Aventures de Cendrillon,17434,2017-10-18,18,10,2017,424,30183.0,223756.0,347327,815852,1924.0,,,,,,,,,,,,,,,,,
641,623,Sexy Dance 5 - Live in Vegas,14245,2014-07-16,16,7,2014,280,63263.0,246413.0,334282,814261,2908.0,,,,,,,,,,,,,,,,,
642,624,All Inclusive,18783,2019-02-13,13,2,2019,621,67282.0,308014.0,407344,814207,1311.0,3482.0,510452.0,0.0,tt8129966,fr,All Inclusive,8.179,92.0,Bienvenue au club,254.0,4.0,Franck Dubosc,5.083,Josiane Balasko,4.523,Thierry Lhermitte,1.816
643,625,Comment tuer son Boss ?,12226,2011-08-17,17,8,2011,258,40080.0,208942.0,245150,814141,3155.0,,,,,,,,,,,,,,,,,
644,626,L'Empereur de Paris,18677,2018-12-19,19,12,2018,554,34643.0,210000.0,268859,813978,1469.0,3007.0,478820.0,0.0,tt7025976,fr,L'Empereur de Paris,31.119,121.0,Fugitif. Détective. Légende.,409.0,6.4,Vincent Cassel,24.608,Patrick Chesnais,2.365,August Diehl,9.707
645,626,L'Empereur de Paris,18677,2018-12-19,19,12,2018,554,34643.0,210000.0,268859,813978,1469.0,3534.0,478820.0,0.0,tt7025976,fr,L'Empereur de Paris,31.119,121.0,Fugitif. Détective. Légende.,409.0,6.4,Vincent Cassel,24.608,Patrick Chesnais,2.365,August Diehl,9.707
646,627,Le Chasseur et la reine des glaces,15541,2016-04-20,20,4,2016,520,52839.0,325359.0,391290,812959,1563.0,,,,,,,,,,,,,,,,,
647,628,Le Nom des gens,11713,2010-11-24,24,11,2010,253,25297.0,159721.0,195141,812074,3209.0,2296.0,50848.0,4600000.0,tt1646974,fr,Le Nom des gens,8.027,104.0,Les noms sont fourbes et les apparences trompeuses,235.0,7.3,Jacques Gamblin,1.959,Sara Forestier,6.298,Zinedine Soualem,2.832
648,629,Triple alliance,13966,2014-06-18,18,6,2014,387,41018.0,155599.0,214548,810692,2094.0,,,,,,,,,,,,,,,,,
649,630,Paranormal Activity 3,11747,2011-10-19,19,10,2011,215,60563.0,295780.0,387586,807464,3755.0,2263.0,72571.0,5000000.0,tt1778304,en,Paranormal Activity 3,68.194,94.0,Découvrez l'origine du phénomène.,1796.0,5.9,Katie Featherston,5.334,Sprague Grayden,11.273,Lauren Bittner,3.849
650,631,First Man - le premier homme sur la Lune,18267,2018-10-17,17,10,2018,449,39741.0,239540.0,318668,806925,1797.0,,,,,,,,,,,,,,,,,
651,632,La Malédiction de la Dame blanche,18977,2019-04-17,17,4,2019,296,66343.0,250000.0,316075,805476,2721.0,,,,,,,,,,,,,,,,,
652,633,Jamais le premier soir,13956,2014-01-01,1,1,2014,303,64087.0,309193.0,356555,804796,2656.0,1909.0,241875.0,0.0,tt2912974,fr,Jamais le premier soir,7.001,90.0,"Attention, ce film rend heureux.",258.0,5.1,Alexandra Lamy,5.223,Mélanie Doutey,2.938,Julie Ferrier,2.786
653,634,Casse-noisette et les quatre royaumes,17773,2018-11-28,28,11,2018,550,49144.0,229166.0,254939,801791,1457.0,,,,,,,,,,,,,,,,,
654,635,Jupiter : Le destin de l'Univers,13498,2015-02-04,4,2,2015,392,43337.0,295144.0,363580,797018,2033.0,,,,,,,,,,,,,,,,,
655,636,Sublimes créatures,13377,2013-02-27,27,2,2013,518,90787.0,356960.0,438226,796533,1537.0,,,,,,,,,,,,,,,,,
656,637,Hercule (2014),13800,2014-08-27,27,8,2014,498,109021.0,388048.0,447389,795315,1597.0,,,,,,,,,,,,,,,,,
657,638,Ma Reum,18248,2018-07-18,18,7,2018,410,47116.0,191832.0,247679,795307,1939.0,3531.0,510465.0,0.0,tt8476174,fr,Ma Reum,4.747,85.0,Fallait Pas Toucher à Son Fils !,165.0,6.1,Audrey Lamy,6.049,Florent Peyre,3.106,Charlie Langendries,2.003
658,639,Kick Ass,10957,2010-04-21,21,4,2010,371,51242.0,244244.0,291506,794238,2140.0,,,,,,,,,,,,,,,,,
659,640,Green Lantern,10698,2011-08-10,10,8,2011,435,86918.0,328598.0,423226,793992,1825.0,2262.0,44912.0,200000000.0,tt1133985,en,Green Lantern,104.481,114.0,Son pouvoir est sans limites.,6152.0,5.2,Ryan Reynolds,45.282,Blake Lively,15.259,Peter Sarsgaard,24.083
660,641,Halal police d'Etat,11667,2011-02-16,16,2,2011,400,65285.0,321588.0,403883,793296,1983.0,,,,,,,,,,,,,,,,,
661,642,Tamara,16351,2016-10-26,26,10,2016,355,87840.0,307520.0,423077,792242,2231.0,1845.0,10263.0,4750000.0,tt0401815,en,Tamara,13.832,98.0,,190.0,5.3,Jenna Dewan,16.467,Marc Devigne,1.4,Chad Faust,2.741
662,643,Julieta,15805,2016-05-18,18,5,2016,516,37443.0,185468.0,234345,791953,1534.0,1844.0,332872.0,1490000.0,tt4326444,es,Julieta,11.49,96.0,,720.0,7.0,Emma Suárez,3.442,Adriana Ugarte,6.911,Daniel Grao,1.852
663,644,Docteur ?,19741,2019-12-11,11,12,2019,503,32506.0,175317.0,222382,790767,1572.0,3480.0,613349.0,6837995.0,tt11013572,fr,Docteur ?,9.196,88.0,,244.0,6.6,Michel Blanc,7.453,Hakim Jemili,1.48,Solène Rigot,8.018
664,645,Spider-Man : New Generation,17733,2018-12-12,12,12,2018,542,47597.0,199917.0,218728,788767,1455.0,3530.0,324857.0,90000000.0,tt4633694,en,Spider-Man: Into the Spider-Verse,194.709,117.0,Découvrez un univers où ils sont plus d'un à porter le masque,11150.0,8.4,Shameik Moore,3.777,Jake Johnson,8.986,Hailee Steinfeld,50.718
665,646,Ninja Turtles 2,15603,2016-06-29,29,6,2016,624,158355.0,366596.0,433446,787785,1262.0,,,,,,,,,,,,,,,,,
666,647,Niko le petit Renne 2,13130,2012-11-28,28,11,2012,719,25822.0,94340.0,114702,787427,1095.0,,,,,,,,,,,,,,,,,
667,648,Il reste du jambon ?,11697,2010-10-27,27,10,2010,289,60917.0,292825.0,408490,787279,2724.0,2294.0,53844.0,0.0,tt1718801,fr,Il reste du jambon ?,3.856,90.0,,133.0,5.0,Ramzy Bedia,9.627,Leïla Bekhti,5.34,Géraldine Nakache,1.251
668,649,Date limite,11274,2010-11-10,10,11,2010,393,61528.0,377888.0,418659,786360,2000.0,2293.0,41733.0,65000000.0,tt1231583,en,Due Date,50.268,95.0,Combien de temps va-t-il le supporter ?,4571.0,6.3,Robert Downey Jr.,47.113,Zach Galifianakis,31.797,Michelle Monaghan,19.311
669,650,La Colère des Titans,12431,2012-03-28,28,3,2012,455,51452.0,314979.0,363480,786109,1727.0,1966.0,57165.0,150000000.0,tt1646987,en,Wrath of the Titans,107.943,99.0,Redoutez la colère,3529.0,5.7,Sam Worthington,22.021,Liam Neeson,34.171,Ralph Fiennes,32.43
670,651,Le Roi Arthur: La Légende d'Excalibur,16660,2017-05-17,17,5,2017,593,60516.0,310352.0,362905,785084,1323.0,,,,,,,,,,,,,,,,,
671,652,Spy,14958,2015-06-17,17,6,2015,351,40046.0,194840.0,249389,784346,2234.0,,,,,,,,,,,,,,,,,
672,653,L'Incroyable histoire du Facteur Cheval,18761,2019-01-16,16,1,2019,417,36197.0,202099.0,256173,782367,1876.0,,,,,,,,,,,,,,,,,
673,654,Transcendance,13738,2014-06-25,25,6,2014,486,41248.0,282561.0,411082,780148,1605.0,1907.0,157353.0,100000000.0,tt2209764,en,Transcendence,23.403,119.0,,4690.0,6.0,Johnny Depp,42.666,Rebecca Hall,21.857,Morgan Freeman,25.481
674,655,Une affaire de famille,18241,2018-12-12,12,12,2018,522,21189.0,141786.0,178544,778673,1491.0,,,,,,,,,,,,,,,,,
675,656,Paranormal Activity 2,11150,2010-10-20,20,10,2010,217,50053.0,295291.0,377068,777550,3583.0,2292.0,41436.0,3000000.0,tt1536044,en,Paranormal Activity 2,33.768,98.0,Etes-vous prêts ?,1994.0,5.8,Sprague Grayden,11.273,Brian Boland,0.727,Molly Ephraim,12.722
676,657,Le Vent se lève (2014),13722,2014-01-22,22,1,2014,399,32118.0,219072.0,258144,776769,1946.0,,,,,,,,,,,,,,,,,
677,658,En liberté !,18557,2018-10-31,31,10,2018,445,61972.0,285217.0,328195,775491,1742.0,1039.0,519106.0,0.0,tt7534068,fr,En liberté !,7.502,107.0,,378.0,6.1,Adèle Haenel,7.517,Pio Marmaï,1.473,Audrey Tautou,17.396
678,658,En liberté !,18557,2018-10-31,31,10,2018,445,61972.0,285217.0,328195,775491,1742.0,3912.0,519106.0,0.0,tt7534068,fr,En liberté !,7.502,107.0,,378.0,6.1,Adèle Haenel,7.517,Pio Marmaï,1.473,Audrey Tautou,17.396
679,659,"Félins, le royaume du courage",11798,2012-02-01,1,2,2012,402,27423.0,181120.0,206683,773044,1922.0,,,,,,,,,,,,,,,,,
680,660,In The Air,10995,2010-01-27,27,1,2010,312,45106.0,287297.0,339337,771083,2471.0,,,,,,,,,,,,,,,,,
681,661,Le Bon gros géant,15606,2016-07-20,20,7,2016,788,57603.0,247253.0,322157,771018,978.0,,,,,,,,,,,,,,,,,
