,global_rank,title,id,release_date,day,month,year,max_theaters_used,first_day_sales,first_weekend_sales,first_week_sales,total_sales,viewers_by_theaters,Unnamed: 0,tmdb_id,budget,imdb_id,original_language,original_title,tmdb_popularity,runtime,tagline,tmdb_vote_count,tmdb_vote_average,cast1,cast1_popularity,cast2,cast2_popularity,cast3,cast3_popularity
2698,2661,Sausage Party,15944,2016-11-30,30,11,2016,81,5803.0,33327.0,39915,67017,827.0,1301.0,223702.0,19000000.0,tt1700841,en,Sausage Party,81.903,89.0,La vie privée des aliments,6175.0,5.7,Seth Rogen,14.541,Kristen Wiig,17.841,Jonah Hill,11.038
2699,2662,Ex Machina,15182,2015-06-03,3,6,2015,63,4090.0,22728.0,29883,67015,1063.0,157.0,264660.0,15000000.0,tt0470752,en,Ex Machina,33.77,108.0,Rien n'est plus humain que la volonté de survivre,11149.0,7.6,Domhnall Gleeson,16.782,Alicia Vikander,18.177,Oscar Isaac,42.288
2700,2663,Un amour d'hiver,13848,2014-03-12,12,3,2014,94,4221.0,31283.0,51385,66980,712.0,,,,,,,,,,,,,,,,,
2701,2664,Une famille heureuse,17087,2017-05-10,10,5,2017,77,2204.0,17992.0,22062,66964,869.0,2913.0,432226.0,0.0,tt5791536,ka,ჩემი ბედნიერი ოჯახი,6.153,119.0,,53.0,6.9,Ia Shugliashvili,0.6,Merab Ninidze,5.787,Berta Khapava,0.631
2702,2665,National Gallery,14695,2014-10-08,8,10,2014,31,1939.0,10761.0,14043,66948,2159.0,343.0,266080.0,0.0,tt3720794,en,National Gallery,5.161,173.0,,33.0,7.5,Leanne Benjamin,1.708,Kausikan Rajeshkumar,0.6,Jo Shapcott,0.6
2703,2666,Touristes,13226,2012-12-26,26,12,2012,49,4142.0,,35112,66855,1364.0,,,,,,,,,,,,,,,,,
2704,2667,20th Century Women,16619,2017-03-01,1,3,2017,52,4204.0,29334.0,35698,66840,1285.0,2912.0,342737.0,7000000.0,tt4385888,en,20th Century Women,20.247,118.0,,951.0,7.3,Annette Bening,17.467,Elle Fanning,16.887,Greta Gerwig,6.241
2705,2668,"Sea, No Sex and Sun",12803,2012-05-09,9,5,2012,179,6814.0,32916.0,42245,66800,373.0,,,,,,,,,,,,,,,,,
2706,2669,Frankie (2019),19409,2019-08-28,28,8,2019,211,7308.0,30386.0,40611,66775,316.0,,,,,,,,,,,,,,,,,
2707,2670,Hijacking,13676,2013-07-10,10,7,2013,69,3100.0,15477.0,25871,66713,966.0,,,,,,,,,,,,,,,,,
2708,2671,Atlantique,19627,2019-10-02,2,10,2019,97,4887.0,25605.0,32846,66671,687.0,3251.0,496967.0,1600000.0,tt10199586,fr,Atlantique,16.541,104.0,Toutes les histoires d'amour ont leurs fantômes,186.0,6.7,Mame Bineta Sane,3.174,Ibrahima Traore,1.176,Amadou Mbow,0.6
2709,2672,Rock Forever,12420,2012-07-11,11,7,2012,294,10395.0,42929.0,55252,66558,226.0,,,,,,,,,,,,,,,,,
2710,2673,L'Heure de la sortie,18510,2019-01-09,9,1,2019,109,5395.0,31102.0,40701,66534,610.0,3250.0,475928.0,0.0,tt7175992,fr,L'Heure de la sortie,8.912,100.0,,228.0,6.0,Laurent Lafitte,6.776,Emmanuelle Bercot,1.67,Pascal Greggory,3.577
2711,2674,Papillon (2018),18230,2018-08-15,15,8,2018,112,8189.0,34582.0,45413,66526,593.0,,,,,,,,,,,,,,,,,
2712,2675,La jeune fille et son aigle,16670,2017-04-12,12,4,2017,90,2514.0,,22268,66470,738.0,2911.0,376530.0,0.0,tt3882074,en,The Eagle Huntress,10.522,87.0,,77.0,7.1,Daisy Ridley,16.781,Nurgaiv Aisholpan,0.6,Nurgaiv Rys,0.6
2713,2676,Blue Ruin,14419,2014-07-09,9,7,2014,47,3680.0,19794.0,26829,66399,1412.0,498.0,188166.0,420000.0,tt2359024,en,Blue Ruin,11.723,91.0,Un homme qui a tout perdu est un homme qui n'a peur de rien,1186.0,6.8,Macon Blair,4.552,Devin Ratray,9.035,Amy Hargreaves,11.303
2714,2677,Dragons 3D: Mythes ou réalité,13806,2013-07-10,10,7,2013,1,,,2302,66307,66307.0,,,,,,,,,,,,,,,,,
2715,2678,Le Parfum de la carotte,14276,2014-03-26,26,3,2014,56,1883.0,5822.0,6529,66285,1183.0,,,,,,,,,,,,,,,,,
2716,2679,Arrête ou Je Continue,14140,2014-03-05,5,3,2014,53,4232.0,19353.0,24431,66232,1249.0,,,,,,,,,,,,,,,,,
2717,2680,Maman a tort,16281,2016-11-09,9,11,2016,103,3533.0,31738.0,38729,66196,642.0,1300.0,424505.0,0.0,tt5141494,fr,Maman a tort,1.628,110.0,,28.0,6.1,Jeanne Jestin,0.794,Émilie Dequenne,4.783,Nelly Antignac,0.6
2718,2681,La Révélation,11316,2010-03-17,17,3,2010,65,2083.0,18190.0,26554,66182,1018.0,,,,,,,,,,,,,,,,,
2719,2682,Bastille Day,15937,2016-07-13,13,7,2016,237,15274.0,,0,66161,279.0,1299.0,333669.0,20000000.0,tt2368619,en,Bastille Day,21.816,90.0,"Cette année, le feu d'artifice c'est eux !",1072.0,6.3,Idris Elba,22.388,Richard Madden,29.909,Charlotte Le Bon,10.209
2720,2683,Chic !,14844,2015-01-07,7,1,2015,210,5005.0,34386.0,46320,66007,314.0,,,,,,,,,,,,,,,,,
2721,2684,Anomalisa,15686,2016-02-03,3,2,2016,62,3514.0,23044.0,30097,65985,1064.0,1167.0,291270.0,8000000.0,tt2401878,en,Anomalisa,15.737,90.0,,1408.0,7.1,David Thewlis,19.62,Jennifer Jason Leigh,26.249,Tom Noonan,12.67
2722,2685,Mon Babysitter,11391,2010-11-17,17,11,2010,138,7291.0,45030.0,54949,65909,477.0,,,,,,,,,,,,,,,,,
2723,2686,Jack et Julie,12328,2012-01-25,25,1,2012,137,5681.0,46491.0,54296,65878,480.0,121.0,71880.0,79000000.0,tt0810913,en,Jack and Jill,50.985,100.0,Sa sœur jumelle vient pour les vacances… et c’est pas du joli,1726.0,4.3,Adam Sandler,20.683,Katie Holmes,6.629,Al Pacino,35.001
2724,2687,Ma mère est folle,18675,2018-12-05,5,12,2018,151,5931.0,31910.0,41613,65670,434.0,3809.0,500902.0,0.0,tt7576426,fr,Ma mère est folle,2.032,95.0,,37.0,5.6,Fanny Ardant,8.934,Vianney Bureau,0.6,Arielle Dombasle,8.468
2725,2688,Gabrielle (2013),13819,2013-10-16,16,10,2013,100,2658.0,19948.0,27238,65659,656.0,,,,,,,,,,,,,,,,,
2726,2689,Le Temps des aveux,14773,2014-12-17,17,12,2014,131,4170.0,27387.0,34948,65655,501.0,495.0,284280.0,6200000.0,tt3480146,fr,Le Temps des aveux,1.787,95.0,,13.0,5.8,Raphaël Personnaz,6.95,Phoeung Kompheak,0.6,Olivier Gourmet,3.445
2727,2690,Mr. Holmes,15336,2016-05-04,4,5,2016,89,,22349.0,30242,65640,737.0,,,,,,,,,,,,,,,,,
2728,2691,L'Avocat,11815,2011-01-26,26,1,2011,37,5867.0,35937.0,42918,65583,1772.0,,,,,,,,,,,,,,,,,
2729,2692,Les Ritournelles de la Chouette,19007,2019-02-06,6,2,2019,134,,,13320,65537,489.0,,,,,,,,,,,,,,,,,
2730,2693,Félicité,17002,2017-03-29,29,3,2017,50,3385.0,18233.0,23628,65535,1310.0,2798.0,436340.0,0.0,tt5980798,fr,Félicité,3.815,123.0,,28.0,6.2,Véro Tshanda Beya Mputu,0.6,Gaetan Claudia,0.6,Papi Mpaka,0.6
2731,2694,Le Voyage au Groenland,16504,2016-11-30,30,11,2016,57,1838.0,18440.0,20445,65519,1149.0,,,,,,,,,,,,,,,,,
2732,2695,"Iqbal, l'enfant qui n’avait pas peur",16327,2016-08-24,24,8,2016,93,2152.0,7387.0,10507,65391,703.0,,,,,,,,,,,,,,,,,
2733,2696,Colt 45,14432,2014-08-06,6,8,2014,208,7044.0,34714.0,46845,65387,314.0,494.0,285387.0,0.0,tt2113636,fr,Colt 45,6.078,85.0,Une guerre sans merci dans la police,128.0,5.7,Gérard Lanvin,4.0,JoeyStarr,4.49,Alice Taglioni,7.802
2734,2697,Les Bêtises,15380,2015-07-22,22,7,2015,100,4630.0,26220.0,36139,65378,653.0,155.0,347477.0,0.0,tt3854802,fr,Les Bêtises,1.821,79.0,,31.0,5.0,Jérémie Elkaïm,2.066,Sara Giraudeau,7.596,Rodolphe Jonathan Lambert,1.698
2735,2698,Killing Bono,12299,2011-08-03,3,8,2011,137,6297.0,30305.0,41227,65304,476.0,2075.0,54093.0,0.0,tt1535101,en,Killing Bono,7.003,114.0,,74.0,6.2,Ben Barnes,15.348,Robert Sheehan,12.037,Pete Postlethwaite,12.954
2736,2700,Janis,15674,2016-01-06,6,1,2016,41,2018.0,15830.0,20328,65178,1589.0,1163.0,321974.0,0.0,tt3707114,en,Janis: Little Girl Blue,9.783,103.0,,136.0,7.3,Janis Joplin,1.21,Cat Power,0.6,D. A. Pennebaker,1.22
2737,2700,Au-delà des collines,13149,2012-11-21,21,11,2012,81,3470.0,21259.0,26368,65178,804.0,120.0,103740.0,0.0,tt2258281,ro,După dealuri,6.53,150.0,,143.0,7.0,Cosmina Stratan,1.694,Cristina Flutur,1.703,Valeriu Andriuță,0.694
2738,2701,Truman,15967,2016-07-06,6,7,2016,100,8789.0,22301.0,30126,65175,651.0,,,,,,,,,,,,,,,,,
2739,2702,Bad Grandpa,13805,2013-12-11,11,12,2013,128,5693.0,39534.0,47817,65125,508.0,1671.0,208134.0,15000000.0,tt3063516,en,Jackass Presents: Bad Grandpa,40.321,92.0,,1305.0,6.1,Johnny Knoxville,16.197,Jackson Nicoll,8.974,Georgina Cates,6.943
2740,2703,Bouboule,14680,2014-11-05,5,11,2014,103,3366.0,26340.0,42703,65048,631.0,493.0,285394.0,0.0,tt3970310,fr,Bouboule,1.562,84.0,,23.0,3.6,David Thielemans,1.313,Julie Ferrier,2.786,Swann Arlaud,4.085
2741,2704,Dans la forêt enchantée de Oukybouky,17521,2017-10-04,4,10,2017,60,1705.0,5761.0,6089,65040,1084.0,,,,,,,,,,,,,,,,,
2742,2705,La Maison au toit rouge,14281,2015-04-01,1,4,2015,51,2438.0,15369.0,21318,64817,1270.0,154.0,254679.0,0.0,tt2530392,ja,小さいおうち,3.97,136.0,,31.0,6.5,Takako Matsu,7.137,Haru Kuroki,8.587,Satoshi Tsumabuki,11.612
2743,2706,La Famille Jones,11235,2010-11-17,17,11,2010,100,5180.0,37239.0,46019,64635,646.0,691.0,41479.0,10000000.0,tt1285309,en,The Joneses,14.452,96.0,,474.0,6.1,David Duchovny,11.226,Demi Moore,9.933,Amber Heard,22.16
2744,2707,L'Ecole des lapins,16989,2017-04-05,5,4,2017,113,2367.0,9508.0,13580,64553,571.0,2796.0,425218.0,0.0,tt5029776,de,Die Häschenschule – Jagd nach dem Goldenen Ei,5.016,79.0,,16.0,6.6,Senta Berger,8.416,Friedrich von Thun,2.222,Tim Sander,2.371
2745,2708,Nocturama,16040,2016-08-31,31,8,2016,103,5013.0,22246.0,28472,64513,626.0,1161.0,380623.0,0.0,tt4795546,fr,Nocturama,13.259,130.0,,192.0,6.5,Finnegan Oldfield,9.361,Vincent Rottiers,6.096,Hamza Meziani,0.84
2746,2709,God Bless America,13064,2012-10-10,10,10,2012,45,2584.0,19352.0,24595,64331,1429.0,119.0,74306.0,0.0,tt1912398,en,God Bless America,12.973,100.0,"Sortir les ordures, une à la fois.",768.0,7.0,Alexie Gilmore,5.196,Tara Lynne Barr,3.805,Joel Murray,5.491
2747,2710,Bonjour le Monde!,19767,2019-10-02,2,10,2019,79,2091.0,6880.0,8421,64322,814.0,,,,,,,,,,,,,,,,,
2748,2711,Monsters (2010),11800,2010-12-01,1,12,2010,92,5813.0,38340.0,45565,64134,697.0,,,,,,,,,,,,,,,,,
2749,2712,"Yo, Tambien",11473,2010-07-21,21,7,2010,46,2623.0,13962.0,20103,64036,1392.0,,,,,,,,,,,,,,,,,
2750,2713,Intersections,13177,2013-01-30,30,1,2013,304,7127.0,42071.0,52485,63951,210.0,1670.0,868575.0,0.0,,en,Intersections,0.6,10.0,,0.0,0.0,,,,,,
2751,2714,The Best Offer,13887,2014-04-16,16,4,2014,85,2571.0,,27928,63920,752.0,492.0,152742.0,13500000.0,tt1924396,it,La migliore offerta,10.547,130.0,Un maître de la possession. Un crime d'obsession.,2404.0,7.9,Geoffrey Rush,6.974,Jim Sturgess,8.923,Sylvia Hoeks,13.835
2752,2715,La Traversée,13019,2012-10-31,31,10,2012,107,6387.0,42995.0,55974,63916,597.0,,,,,,,,,,,,,,,,,
2753,2716,Harmonium,16671,2017-01-11,11,1,2017,54,3048.0,18124.0,23441,63914,1183.0,,,,,,,,,,,,,,,,,
2754,2717,Gentlemen cambrioleurs,18551,2019-03-27,27,3,2019,167,7143.0,37574.0,47089,63854,382.0,,,,,,,,,,,,,,,,,
2755,2718,Vita & Virginia,19553,2019-07-10,10,7,2019,117,5085.0,18881.0,24893,63833,545.0,,,,,,,,,,,,,,,,,
2756,2719,Le Quatuor à cornes,18662,2018-09-12,12,9,2018,119,,,4605,63823,536.0,,,,,,,,,,,,,,,,,
2757,2720,Cerise,15167,2015-04-01,1,4,2015,176,7155.0,,50714,63810,362.0,153.0,328587.0,0.0,tt4428720,fr,Cerise,5.814,90.0,,56.0,5.5,Zoé Adjani,3.667,Jonathan Zaccaï,2.772,Tania Vuchkova,0.6
2758,2721,L'Institutrice,14522,2014-09-10,10,9,2014,51,2302.0,17176.0,22252,63778,1250.0,491.0,270646.0,0.0,tt3709678,en,Haganenet,1.879,120.0,,24.0,6.2,Sarit Larry,0.6,Avi Shnaidman,0.84,Lior Raz,9.832
2759,2722,Nos Patriotes,17128,2017-06-14,14,6,2017,199,5304.0,22687.0,30576,63742,320.0,,,,,,,,,,,,,,,,,
2760,2723,Mauvaise fille (2012),12984,2012-11-28,28,11,2012,90,6121.0,34155.0,42660,63661,707.0,,,,,,,,,,,,,,,,,
2761,2724,Papa Was Not a Rolling Stone,14656,2014-10-08,8,10,2014,177,8961.0,42064.0,51667,63654,359.0,,,,,,,,,,,,,,,,,
2762,2725,Killing Fields,12305,2011-12-28,28,12,2011,106,9733.0,40555.0,52175,63526,599.0,,,,,,,,,,,,,,,,,
2763,2726,Stubby,17942,2019-05-22,22,5,2019,202,8140.0,17649.0,18400,63503,314.0,3245.0,433694.0,25000000.0,tt5314190,en,Sgt. Stubby: An American Hero,23.518,84.0,"L'histoire extraordinaire de Stubby, le chien errant devenu héros",103.0,7.5,Logan Lerman,16.687,Helena Bonham Carter,35.09,Gérard Depardieu,11.087
2764,2727,Going To Brazil,16980,2017-03-22,22,3,2017,178,10136.0,43376.0,51484,63336,355.0,,,,,,,,,,,,,,,,,
2765,2728,Wallace & Gromit : Les Inventuriers,16592,2016-11-23,23,11,2016,86,4066.0,8067.0,10827,63109,733.0,,,,,,,,,,,,,,,,,
2766,2729,Le Coeur régulier,15763,2016-03-30,30,3,2016,71,3480.0,20274.0,26599,63079,888.0,,,,,,,,,,,,,,,,,
2767,2730,Place des Victoires,19805,2019-11-06,6,11,2019,215,4428.0,,39324,62610,291.0,,,,,,,,,,,,,,,,,
2768,2731,Un voisin trop parfait,14847,2015-05-20,20,5,2015,53,3986.0,,31827,62515,1179.0,,,,,,,,,,,,,,,,,
2769,2732,Lettre à Momo,13756,2013-09-25,25,9,2013,63,1716.0,10618.0,12832,62511,992.0,1669.0,100271.0,0.0,tt1853614,ja,ももへの手紙,21.875,120.0,,278.0,7.5,Karen Miyama,4.403,Toshiyuki Nishida,4.051,Yuka,1.974
2770,2733,La Monnaie de leur pièce,17747,2018-01-10,10,1,2018,152,5597.0,35279.0,44578,62476,411.0,3807.0,432625.0,0.0,tt6286662,fr,La Monnaie de leur pièce,4.502,90.0,,41.0,4.6,Julia Piaton,11.637,Baptiste Lecaplain,1.483,Margot Bancilhon,5.289
2771,2734,Trois mondes,13173,2012-12-05,5,12,2012,170,7387.0,35456.0,45992,62412,367.0,116.0,126321.0,0.0,tt2369497,fr,Trois mondes,1.857,95.0,,19.0,5.5,Raphaël Personnaz,6.95,Clotilde Hesme,6.121,Arta Dobroshi,1.194
2772,2735,The Finest Hours,15621,2016-02-24,24,2,2016,202,6596.0,41970.0,53209,62254,308.0,1158.0,300673.0,80000000.0,tt2025690,en,The Finest Hours,31.699,118.0,"Soit ils survivent, soit ils meurent.",1345.0,6.5,Chris Pine,22.203,Casey Affleck,10.498,Ben Foster,6.997
2773,2736,Rabbit Hole,11822,2011-04-13,13,4,2011,91,5758.0,30813.0,39380,62247,684.0,2073.0,27585.0,5000000.0,tt0935075,en,Rabbit Hole,13.024,92.0,,460.0,6.7,Nicole Kidman,23.202,Aaron Eckhart,14.824,Dianne Wiest,16.57
2774,2737,"Thanatos, l’ultime passage",19951,2019-10-30,30,10,2019,25,2977.0,6468.0,9090,62196,2487.0,,,,,,,,,,,,,,,,,
2775,2738,Paris pieds nus,16988,2017-03-08,8,3,2017,83,2300.0,19000.0,23453,62177,749.0,2792.0,413778.0,0.0,tt2936884,fr,Paris pieds nus,6.47,83.0,,97.0,6.0,Fiona Gordon,0.84,Dominique Abel,1.09,Emmanuelle Riva,3.288
2776,2739,Un prof pas comme les autres,13890,2014-11-12,12,11,2014,93,3021.0,21788.0,25470,62138,668.0,,,,,,,,,,,,,,,,,
2777,2740,La Clinique de l'amour !,12875,2012-06-27,27,6,2012,179,12616.0,37379.0,47212,62112,346.0,,,,,,,,,,,,,,,,,
2778,2741,Camille,19766,2019-10-16,16,10,2019,64,5217.0,19364.0,22694,62055,969.0,,,,,,,,,,,,,,,,,
2779,2742,Leave No Trace,18294,2018-09-19,19,9,2018,80,3028.0,17138.0,21684,62039,775.0,3806.0,443463.0,0.0,tt3892172,en,Leave No Trace,23.385,107.0,,921.0,6.7,Thomasin McKenzie,38.642,Ben Foster,6.997,Jeff Kober,12.754
2780,2743,Seule la terre,17623,2017-12-06,6,12,2017,46,4023.0,15701.0,0,61979,1347.0,,,,,,,,,,,,,,,,,
2781,2744,Les Chaises musicales,15347,2015-07-29,29,7,2015,125,7600.0,25203.0,31881,61854,494.0,,,,,,,,,,,,,,,,,
2782,2745,Churchill,17089,2017-05-31,31,5,2017,94,3675.0,20899.0,29457,61727,656.0,2790.0,399790.0,10000000.0,tt2674454,en,Churchill,16.4,105.0,L'attitude est une petite chose qui fait une grande différence,254.0,6.1,Brian Cox,9.732,Miranda Richardson,10.793,John Slattery,14.986
2783,2746,Love,15379,2015-07-15,15,7,2015,33,2860.0,12260.0,16961,61669,1868.0,,,,,,,,,,,,,,,,,
2784,2747,Le Royaume des singes,15127,2015-11-11,11,11,2015,239,15807.0,38233.0,41711,61329,256.0,,,,,,,,,,,,,,,,,
2785,2748,L'Intervention,18962,2019-01-30,30,1,2019,142,5906.0,34621.0,43497,61225,431.0,3386.0,484638.0,0.0,tt8060774,fr,L'Intervention,12.94,98.0,"Cette histoire est vraie, pourtant vous ne la connaissez pas: La naissance du GIGN",185.0,6.8,Olga Kurylenko,25.482,Alban Lenoir,8.282,Sébastien Lalanne,2.717
2786,2749,Oh Boy,13629,2013-06-05,5,6,2013,65,3611.0,20447.0,27312,61161,940.0,1668.0,130739.0,300000.0,tt1954701,de,Oh Boy,8.655,88.0,,266.0,7.1,Tom Schilling,5.24,Marc Hosemann,2.835,Friederike Kempter,3.358
2787,2750,The Strangers,15858,2016-07-06,6,7,2016,39,2191.0,11701.0,17103,61153,1568.0,1157.0,10665.0,9000000.0,tt0482606,en,The Strangers,33.947,81.0,Parce que tu étais à la maison.,1892.0,6.1,Liv Tyler,33.768,Scott Speedman,14.413,Glenn Howerton,8.632
2788,2751,Anina,15523,2015-09-30,30,9,2015,63,1593.0,4109.0,4144,61122,970.0,288.0,180644.0,0.0,tt1947964,es,Anina,2.93,78.0,,31.0,7.0,Federica Lacaño,0.6,Guillermina Pardo,0.6,Lucía Parrilla,0.6
2789,2752,Rock the Casbah,13743,2013-09-11,11,9,2013,86,4844.0,29060.0,36945,61119,710.0,1667.0,214099.0,0.0,tt2524568,fr,Rock the Casbah,3.76,100.0,,19.0,6.3,Morjana Alaoui,4.318,Nadine Labaki,7.544,Lubna Azabal,11.325
2790,2753,La Danza de la Realidad,13750,2013-09-04,4,9,2013,25,1592.0,11976.0,15734,61084,2443.0,,,,,,,,,,,,,,,,,
2791,2754,Traque à Boston,16065,2017-03-08,8,3,2017,160,3629.0,29332.0,37359,61077,381.0,2789.0,388399.0,45000000.0,tt4572514,en,Patriots Day,36.792,130.0,Une ville en plein chaos. Une course contre la montre.,2155.0,7.0,Mark Wahlberg,41.12,John Goodman,21.865,J.K. Simmons,24.292
2792,2755,Libre,18626,2018-09-26,26,9,2018,53,13064.0,20535.0,23881,61075,1152.0,,,,,,,,,,,,,,,,,
2793,2756,J'ai perdu Albert,18374,2018-09-12,12,9,2018,152,3980.0,26491.0,33558,61070,401.0,3804.0,506421.0,0.0,tt7517232,fr,J'ai perdu Albert,1.533,100.0,,24.0,4.0,Stéphane Plaza,1.012,Julie Ferrier,2.786,Josiane Balasko,4.523
2794,2757,En attendant les Hirondelles,17577,2017-11-08,8,11,2017,42,2011.0,15777.0,20278,61058,1453.0,,,,,,,,,,,,,,,,,
2795,2758,Le Fondateur,15943,2016-12-28,28,12,2016,136,9156.0,35256.0,45991,61002,448.0,1156.0,310307.0,15000000.0,tt4276820,en,The Founder,41.297,115.0,"Pensez grand, vous deviendrez grand.",3902.0,7.1,Michael Keaton,17.393,Nick Offerman,16.572,John Carroll Lynch,5.497
2796,2759,Nostalgie de la lumière,11929,2010-10-27,27,10,2010,32,1367.0,10484.0,15084,60788,1899.0,688.0,72721.0,0.0,tt1556190,es,Nostalgia de la luz,9.095,93.0,,112.0,7.5,Gaspar Galaz,0.703,Lautaro Núñez,0.6,Luís Henríquez,0.6
2797,2760,Message from the King,17063,2017-05-10,10,5,2017,111,3408.0,22544.0,29046,60757,547.0,2787.0,301355.0,10000000.0,tt1712192,en,Message from the King,15.238,102.0,La vengeance a un nom,369.0,6.3,Chadwick Boseman,13.756,Luke Evans,26.178,Alfred Molina,19.392
2798,2761,The Riot Club,14947,2014-12-31,31,12,2014,74,,30771.0,38096,60737,820.0,488.0,270302.0,0.0,tt2717860,en,The Riot Club,13.174,107.0,,902.0,5.9,Max Irons,12.845,Sam Claflin,11.629,Douglas Booth,15.035
2799,2762,Compañeros,19112,2019-03-27,27,3,2019,70,6292.0,20983.0,26157,60720,867.0,,,,,,,,,,,,,,,,,
2800,2763,Nous sommes la nuit,11913,2010-12-29,29,12,2010,154,9278.0,37233.0,45428,60641,393.0,687.0,52587.0,0.0,tt1692504,de,Wir sind die Nacht,8.195,105.0,,206.0,6.0,Karoline Herfurth,17.114,Nina Hoss,7.126,Jennifer Ulrich,4.729
2801,2764,Music of my life,19567,2019-09-11,11,9,2019,207,5053.0,26662.0,34517,60628,292.0,,,,,,,,,,,,,,,,,
2802,2765,Mariage à Mendoza,13373,2013-01-23,23,1,2013,80,4522.0,25034.0,32115,60553,756.0,1665.0,161073.0,0.0,tt1721478,fr,Mariage à Mendoza,1.693,91.0,,16.0,6.1,Nicolas Duvauchelle,3.52,Philippe Rebbot,1.84,Benjamin Biolay,1.819
2803,2766,Climax,18578,2018-09-19,19,9,2018,63,6004.0,20737.0,26729,60498,960.0,3803.0,507076.0,2940457.0,tt8359848,fr,Climax,19.825,95.0,,1550.0,7.1,Sofia Boutella,18.299,Romain Guillermic,2.624,Souheila Yacoub,3.144
2804,2767,La Nina de Fuego,15398,2015-08-12,12,8,2015,45,3582.0,17154.0,22674,60450,1343.0,,,,,,,,,,,,,,,,,
2805,2768,Le Correspondant,16036,2016-08-24,24,8,2016,193,6369.0,31649.0,48433,60389,312.0,1155.0,407250.0,0.0,tt5876352,fr,Le Correspondant,5.734,86.0,,123.0,5.5,Jimmy Labeeu,0.652,Sophie Mousel,4.003,Charles Berling,1.555
2806,2769,Okko et les fantômes,18627,2018-09-12,12,9,2018,90,2283.0,10537.0,12031,60321,670.0,,,,,,,,,,,,,,,,,
2807,2770,Boy Erased,18667,2019-03-27,27,3,2019,125,5778.0,27075.0,36106,60270,482.0,3383.0,472451.0,0.0,tt7008872,en,Boy Erased,16.2,115.0,La réalité ne peut être modifiée,1153.0,7.1,Lucas Hedges,5.548,Nicole Kidman,23.202,Russell Crowe,19.863
2808,2771,Un homme qui crie,11803,2010-09-29,29,9,2010,61,3072.0,,23678,60246,987.0,686.0,57602.0,0.0,tt1639901,fr,Un homme qui crie,2.749,92.0,,21.0,6.0,Youssouf Djaoro,0.808,Dioucounda Koma,0.6,Emile Abossolo M'bo,0.785
2809,2772,Une vie toute neuve,11195,2010-01-06,6,1,2010,41,1746.0,13020.0,16820,60220,1468.0,685.0,48508.0,0.0,tt1287875,ko,여행자,5.987,92.0,,49.0,7.2,Kim Sae-ron,8.389,Park Do-yeon,2.272,Go Ah-sung,5.29
2810,2773,Yves,19506,2019-06-26,26,6,2019,195,5104.0,27339.0,38552,60154,308.0,3382.0,570258.0,0.0,tt10183616,fr,Yves,6.542,107.0,Il gagne l'Eurovision Il triomphe à Cannes,85.0,5.3,William Lebghil,2.426,Doria Tillier,5.166,Philippe Katerine,3.113
2811,2774,Apollo 18,11945,2011-10-05,5,10,2011,133,6228.0,39262.0,47219,60131,452.0,2072.0,50357.0,5000000.0,tt1772240,en,Apollo 18,15.463,86.0,Il y a une raison pour que nous ne soyons jamais retournés sur la Lune.,793.0,5.3,Ryan Robbins,7.646,Warren Christie,10.279,Lloyd Owen,6.212
2812,2775,Bus Palladium,11229,2010-03-17,17,3,2010,210,3597.0,34441.0,53579,60045,285.0,684.0,45061.0,0.0,tt1415255,fr,Bus Palladium,3.505,100.0,,40.0,5.2,Marc-André Grondin,4.639,Arthur Dupont,2.872,Jules Pelissier,0.828
2813,2776,A l’heure des souvenirs,17895,2018-04-04,4,4,2018,85,8884.0,24272.0,30993,60036,706.0,,,,,,,,,,,,,,,,,
2814,2777,Blanche comme Neige (2019),19087,2019-04-10,10,4,2019,145,5555.0,27461.0,35275,60023,413.0,,,,,,,,,,,,,,,,,
2815,2778,The Housemaid,11660,2010-09-15,15,9,2010,53,3616.0,20938.0,27251,59968,1131.0,683.0,759297.0,0.0,,tl,The Housemaid,4.642,114.0,,5.0,5.2,Kylie Verzosa,4.997,Jaclyn Jose,0.6,Alma Moreno,1.609
2816,2779,Song For Marion,13587,2013-05-15,15,5,2013,150,4179.0,,39833,59960,399.0,,,,,,,,,,,,,,,,,
2817,2780,"Bruegel, le moulin et la croix",12631,2011-12-28,28,12,2011,27,4177.0,17517.0,22606,59904,2218.0,2071.0,57829.0,0.0,tt1324055,pl,Młyn i krzyż,4.315,92.0,,72.0,6.5,Rutger Hauer,11.242,Charlotte Rampling,11.395,Michael York,6.983
2818,2781,L'Echappée belle (2018),17569,2018-01-03,3,1,2018,122,4824.0,25124.0,30522,59770,489.0,,,,,,,,,,,,,,,,,
2819,2782,Crazy Amy,15066,2015-11-18,18,11,2015,104,4068.0,31889.0,39574,59729,574.0,286.0,271718.0,35000000.0,tt3152624,en,Trainwreck,41.435,125.0,On en connaît tous une comme elle,2270.0,5.8,Amy Schumer,3.972,Bill Hader,15.043,Brie Larson,14.67
2820,2783,Oh My God !,12527,2011-12-14,14,12,2011,82,4019.0,27647.0,38064,59549,726.0,,,,,,,,,,,,,,,,,
2821,2784,Le Voyage du directeur des Ressources Humaines,11859,2010-12-15,15,12,2010,63,2273.0,15894.0,21574,59518,944.0,,,,,,,,,,,,,,,,,
2822,2785,The Party (2017),17286,2017-09-13,13,9,2017,74,3054.0,16148.0,21193,59457,803.0,,,,,,,,,,,,,,,,,
