,tmdb_id,budget,imdb_id,original_language,original_title,tmdb_popularity,runtime,tagline,title,tmdb_vote_count,tmdb_vote_average,cast1,cast1_popularity,cast2,cast2_popularity,cast3,cast3_popularity
336,48492.0,13000000.0,tt1123373,zh,狄仁傑之通天帝國,15.692,123.0,Il a le destin d'un empire entre les mains,Détective Dee : Le Mystère de la flamme fantôme,286.0,6.6,Andy Lau,14.845,Li Bingbing,20.701,Deng Chao,6.447
337,300839.0,0.0,tt3161960,fr,Un Illustre inconnu,5.895,118.0,,Un Illustre inconnu,98.0,6.4,Mathieu Kassovitz,8.032,Bernard Murat,0.694,Marie-Josée Croze,7.753
338,257951.0,0.0,tt3480110,sv,Resan till Fjäderkungens Rike,3.928,78.0,,À la poursuite du roi Plumes,21.0,6.2,Edvin Ryding,16.334,Tuva Novotny,19.265,Gustaf Hammarsten,4.907
339,241639.0,0.0,tt2976864,zh,夜莺,2.581,100.0,,Le promeneur d'oiseau,25.0,7.3,Li Baotian,1.363,Li Xiaoran,4.637,Qin Hao,4.384
340,223954.0,0.0,tt2382422,fr,Jacky au royaume des filles,9.735,90.0,Cendrillon s'appelle Jacky,Jacky au royaume des filles,166.0,5.6,Vincent Lacoste,4.993,Charlotte Gainsbourg,11.694,Didier Bourdon,4.59
341,270403.0,0.0,tt3062880,he,גט - המשפט של ויויאן אמסלם,4.402,115.0,,Le procès de Viviane Amsalem,95.0,7.5,Ronit Elkabetz,1.594,Simon Abkarian,4.409,Menashe Noy,2.647
342,845304.0,0.0,tt9231002,en,"Françoise Dorléac, une promesse",0.6,50.0,,"Françoise Dorléac, une promesse",1.0,6.0,Françoise Dorléac,5.666,Catherine Deneuve,10.314,Olivier Gérard,0.6
343,266080.0,0.0,tt3720794,en,National Gallery,5.161,173.0,,National Gallery,33.0,7.5,Leanne Benjamin,1.708,Kausikan Rajeshkumar,0.6,Jo Shapcott,0.6
344,137321.0,60000000.0,tt1837709,en,Winter's Tale,17.297,118.0,,Un Amour d'hiver,1153.0,6.3,Colin Farrell,27.247,Jessica Brown Findlay,13.064,Russell Crowe,19.863
345,684553.0,0.0,tt12106790,en,Last Days of Summer,0.6,0.0,,Last Days of Summer,0.0,0.0,,,,,,
346,270457.0,0.0,tt3635920,en,D-Day: Normandy 1944,4.638,40.0,Un débarquement historique qui a changé le monde,"D-Day, Normandie 1944",15.0,7.0,Tom Brokaw,3.139,,,,
347,492998.0,0.0,tt6933454,en,Puzzle,15.761,103.0,,Puzzle,128.0,6.5,Kelly Macdonald,12.58,Irrfan Khan,3.926,David Denman,7.711
348,245692.0,25000000.0,tt2177827,fr,The Search,6.742,134.0,,The Search,66.0,6.9,Bérénice Bejo,8.875,Annette Bening,17.467,Maxim Emelianov,0.608
349,249147.0,0.0,tt2268353,fr,Les Rayures du Zèbre,1.661,82.0,,Les Rayures du Zèbre,36.0,4.6,Benoît Poelvoorde,4.237,Marc Zinga,2.491,Tatiana Rojo,4.245
350,203739.0,30000000.0,tt1686821,en,Vampire Academy,24.116,105.0,,Vampire Academy,1544.0,6.3,Zoey Deutch,27.87,Lucy Fry,14.949,Danila Kozlovsky,6.674
351,,,,,,,,,,,,,,,,,
352,249397.0,0.0,tt2382009,en,Nymphomaniac: Vol. II,61.822,119.0,Oubliez l'amour,Nymphomaniac : Volume 2,2408.0,6.8,Charlotte Gainsbourg,11.694,Stellan Skarsgård,22.138,Shia LaBeouf,13.082
353,243233.0,0.0,tt2476552,de,Westen,1.649,102.0,,De l'autre côté du mur,25.0,6.3,Jördis Triebel,9.232,Tristan Göbel,8.72,Alexander Scheer,3.188
354,167221.0,5000000.0,tt2523600,it,Viva la libertà,5.099,90.0,,Viva la libertà,157.0,6.8,Toni Servillo,6.12,Valerio Mastandrea,2.472,Valeria Bruni‑Tedeschi,8.63
355,217337.0,0.0,tt2411112,fr,Les grandes ondes (à l'ouest),2.193,84.0,,Les grandes ondes (à l'ouest),29.0,5.7,Valérie Donzelli,3.912,Michel Vuillermoz,2.851,Patrick Lapp,0.764
356,251522.0,0.0,tt3041334,en,Hidden Universe,1.304,36.0,,Les mystères de l'univers,9.0,6.7,Jonathan Whitmore,0.6,Greg Poole,0.98,Miranda Richardson,10.793
357,157834.0,8500000.0,tt2333804,en,The Zero Theorem,11.314,106.0,Rien n'est Tout,Zero Theorem,981.0,6.1,Christoph Waltz,10.77,David Thewlis,19.62,Mélanie Thierry,10.288
358,851712.0,0.0,tt1870362,es,Cristeros y Federales,0.6,14.0,,Cristeros y Federales,0.0,0.0,Marco Pérez,0.6,Hernán del Riego,0.6,Gizeht Galatea,0.6
359,555609.0,0.0,tt9278264,cs,Pat & Mat: Zimní radovánky,1.384,60.0,,Pat et Mat en Hiver,1.0,6.0,,,,,,
360,274483.0,0.0,tt3169710,fr,Tristesse Club,2.473,90.0,,Tristesse Club,40.0,5.7,Ludivine Sagnier,11.161,Laurent Lafitte,6.776,Vincent Macaigne,1.979
361,294420.0,0.0,,fr,Le carnaval de la petite taupe,0.6,40.0,Animation,Le carnaval de la petite taupe,4.0,5.6,,,,,,
362,208837.0,0.0,tt2847090,fr,Tonnerre,1.816,100.0,,Tonnerre,20.0,5.9,Vincent Macaigne,1.979,Solène Rigot,8.018,Bernard Ménez,1.997
363,223706.0,0.0,tt3183630,pt,O Menino e o Mundo,5.995,79.0,,Le Garçon et le Monde,176.0,7.3,Vinicius Garcia,0.6,Lu Horta,0.6,Marco Aurélio Campos,0.6
364,172520.0,750000.0,tt2198956,en,Coldwater,5.884,100.0,,Coldwater,134.0,6.6,P.J. Boudousqué,1.4,James C. Burns,1.4,Chris Petrovski,1.966
365,157825.0,0.0,tt2238050,en,White Bird in a Blizzard,11.269,91.0,,White Bird,630.0,6.2,Shailene Woodley,19.95,Eva Green,19.293,Christopher Meloni,10.161
366,284290.0,0.0,tt3480158,fr,Retour à Ithaque,1.189,95.0,,Retour à Ithaque,23.0,6.1,Isabel Cristina Santos Téllez,0.6,Jorge Perugorría,0.708,Fernando Hechavarría,0.6
367,127560.0,18000000.0,tt2058107,en,The Railway Man,11.642,107.0,la vengeance n'est jamais une ligne droite.,Les Voies du destin,601.0,6.9,Colin Firth,15.249,Nicole Kidman,23.202,Stellan Skarsgård,22.138
368,,,,,,,,,,,,,,,,,
369,13510.0,12850990.0,tt1020530,en,Eden Lake,46.869,90.0,"Un week-end au bord du lac, avec vue à couper le souffle.",Eden Lake,1300.0,6.8,Kelly Reilly,39.856,Michael Fassbender,17.321,Jack O'Connell,8.423
370,247319.0,0.0,tt2700582,fr,Une autre vie,1.212,95.0,,Une autre vie,18.0,5.3,JoeyStarr,4.49,Virginie Ledoyen,14.374,Jasmine Trinca,10.591
371,266061.0,0.0,tt3186946,el,Xenia,3.901,128.0,,Xenia,50.0,6.1,Kostas Nikoulis,3.674,Nikos Gelia,3.571,Yannis Stankoglou,5.916
372,157845.0,12250000.0,tt2345737,en,The Rover,44.655,103.0,Craignez l'homme qui n'a plus rien à perdre...,The Rover,746.0,6.3,Guy Pearce,16.057,Robert Pattinson,53.124,Scoot McNairy,12.788
373,270920.0,0.0,tt3446852,fr,Bodybuilder,5.115,104.0,,Bodybuilder,64.0,5.7,François Yolin Gauvin,1.252,Nicolas Duvauchelle,3.52,Vincent Rottiers,6.096
374,158990.0,0.0,tt2166616,en,Wrong Cops,9.075,83.0,,Wrong Cops,213.0,6.2,Mark Burnham,6.206,Steve Little,6.464,Eric Judor,3.337
375,203612.0,0.0,tt2552316,en,Sagrada - The Mystery Of Creation,0.6,89.0,,"Gaudí, Le mystère de la Sagrada Família",3.0,5.7,,,,,,
376,184992.0,0.0,tt2261434,it,Viaggio sola,5.492,85.0,,Je voyage seule,113.0,5.7,Margherita Buy,2.967,Stefano Accorsi,3.925,Fabrizia Sacchi,4.185
377,214138.0,0.0,tt3074610,es,Pelo malo,3.746,93.0,,"Pelo Malo, cheveux rebelles",37.0,6.4,Samuel Lange Zambrano,0.6,Samantha Castillo,0.6,Beto Benitez,2.03
378,192132.0,0.0,tt2479800,en,Palo Alto,11.125,106.0,,Palo Alto,736.0,6.2,Emma Roberts,18.026,Jack Kilmer,5.885,Nat Wolff,15.252
379,287574.0,0.0,tt3202366,fr,Métamorphoses,3.408,102.0,,Métamorphoses,28.0,5.4,Amira Akili,0.828,Sébastien Hirel,0.6,Mélodie Richard,2.666
380,295314.0,0.0,tt3407316,fr,L'Oranais,1.355,128.0,,L'Oranais,11.0,7.5,Lyes Salem,0.875,Khaled Benaissa,1.607,Djemel Barek,2.205
381,372394.0,0.0,tt4204558,fr,M et le 3ème secret,0.6,109.0,,M et le 3ème secret,1.0,8.0,André Dussollier,3.534,Hélène Ségara,0.609,,
382,244268.0,0.0,tt2639344,en,Love Is Strange,10.598,94.0,,Love Is Strange,235.0,6.4,John Lithgow,11.665,Alfred Molina,19.392,Marisa Tomei,18.72
383,209385.0,0.0,tt2113820,pl,Wałęsa. Człowiek z nadziei,3.461,128.0,,L'Homme du peuple,48.0,5.6,Robert Więckiewicz,2.349,Agnieszka Grochowska,7.702,Iwona Bielska,2.387
384,346780.0,0.0,tt3582506,fr,Les chèvres de ma mère,0.669,97.0,,Les Chèvres de ma mère,2.0,6.0,,,,,,
385,157354.0,900000.0,tt2334649,en,Fruitvale Station,27.275,82.0,,Fruitvale Station,1018.0,7.4,Michael B. Jordan,18.016,Melonie Diaz,8.294,Octavia Spencer,8.646
386,302627.0,0.0,tt3645154,fr,Tiens-toi droite,3.044,94.0,,Tiens-toi droite,13.0,4.7,Marina Foïs,6.346,Noémie Lvovsky,3.016,Laura Smet,2.757
387,254772.0,0.0,tt2258285,en,Two Men in Town,4.055,118.0,,La Voie de l'ennemi,66.0,5.6,Forest Whitaker,16.567,Harvey Keitel,10.003,Brenda Blethyn,15.709
388,86412.0,0.0,tt1778342,en,The Fantastic Flying Books of Mr Morris Lessmore,4.636,15.0,,Les Fantastiques Livres volants de M. Morris Lessmore,94.0,7.6,,,,,,
389,253684.0,0.0,tt2493728,fr,Divin enfant,1.619,85.0,,Divin enfant,12.0,3.9,Sami Bouajila,9.425,Émilie Dequenne,4.783,Géraldine Pailhas,4.984
390,134145.0,0.0,tt0112866,fr,"Dieu, l'amant de ma mère et le fils du charcutier",0.84,90.0,,"Dieu, l'amant de ma mère et le fils du charcutier",0.0,0.0,Lio,2.858,Richard Bohringer,3.14,Francis Huster,5.15
391,212721.0,0.0,tt1815717,en,Gerontophilia,6.773,90.0,,Gerontophilia,69.0,6.4,Pier-Gabriel Lajoie,4.679,Walter Borden,0.638,Katie Boland,5.145
392,169817.0,70000.0,tt2416376,fr,Swim Little Fish Swim,1.889,94.0,,Swim Little Fish Swim,14.0,4.8,Dustin Guy Defa,1.54,Brooke Bloom,3.305,Lola Bessis,2.527
393,282376.0,0.0,tt1863192,ka,სიმინდის კუნძული,4.073,100.0,,La terre éphémère,43.0,7.5,İlyas Salman,2.737,Mariam Buturishvili,6.153,Irakli Samushia,0.631
394,332160.0,0.0,,en,Big Bad Wolves,1.96,13.0,,Big Bad Wolves,0.0,0.0,Mark Williams,0.6,Brooke Petersen,0.6,Steven A. Davis,0.84
395,,,,,,,,,,,,,,,,,
396,231155.0,0.0,tt1736547,fr,"Bethléem, une place",0.6,1.0,,"Bethléem, une place",3.0,4.3,,,,,,
397,179538.0,8000000.0,tt2404738,es,Las brujas de Zugarramurdi,29.787,112.0,,Les Sorcières de Zugarramurdi,526.0,6.3,Hugo Silva,5.973,Gabriel Ángel Delgado,2.82,Mario Casas,13.057
398,167502.0,0.0,tt1817287,en,Is the Man Who Is Tall Happy?,3.434,85.0,,Conversation animée avec Noam Chomsky,65.0,7.1,Michel Gondry,1.982,Noam Chomsky,1.303,,
399,179100.0,0.0,tt2418372,fr,Abus de faiblesse,1.929,105.0,,Abus de faiblesse,27.0,5.1,Isabelle Huppert,7.06,Kool Shen,1.585,Christophe Sermet,0.6
400,248604.0,0.0,tt2258042,fr,Afrik'aïoli,0.6,90.0,,Afrik'aïoli,5.0,6.2,Modou Cissé,0.6,Mohamed Metina,0.6,Jean-Marc Ravera,1.893
401,760022.0,0.0,,es,Hipótesis sobre la guerra,0.6,15.0,,Hipótesis sobre la guerra,0.0,0.0,Julian Marras,0.728,Hugo Rivas,0.6,Leonor Rivas,0.6
402,222581.0,650000.0,tt1536051,en,Five Thirteen,4.928,105.0,,Five Thirteen,10.0,4.7,Malik Barnhardt,2.306,Taryn Manning,17.419,Tom Sizemore,14.935
403,268207.0,0.0,tt2991008,he,כידון,3.733,97.0,"Le plan est parfait, l'équipe un peu moins.",Kidon,58.0,5.2,Tomer Sisley,4.872,Kev Adams,6.106,Hippolyte Girardot,3.009
404,174671.0,0.0,tt2328549,en,Dark Touch,5.217,90.0,,Dark Touch,95.0,4.9,Missy Keating,0.6,Marcella Plunkett,3.432,Charlotte Flyvholm,0.6
405,225570.0,0.0,tt3110822,en,African Safari,1.963,82.0,,African Safari,11.0,6.5,Dudu Douglas-Hamilton,0.6,Kevin Michael Richardson,9.745,,
406,174368.0,0.0,tt2125480,en,Dancing in Jaffa,3.026,89.0,,Dancing in Jaffa,11.0,6.9,Pierre Dulaine,0.6,Yvonne Marceau,0.6,Noor Gabai,0.6
407,216790.0,0.0,tt3172520,it,Sacro GRA,3.699,93.0,,Sacro GRA,59.0,6.2,Roberto Giuliani,0.6,Franceso De Santis,0.6,Paolo Regis,0.6
408,250219.0,2000000.0,tt3438354,it,Smetto quando voglio,7.703,100.0,,J'arrête quand je veux,1616.0,7.4,Edoardo Leo,4.543,Valeria Solarino,1.327,Valerio Aprea,1.616
409,159942.0,0.0,tt2507592,bs,Epizoda u životu berača željeza,1.355,75.0,,La femme du ferrailleur,13.0,6.9,Senada Alimanovic,0.6,Nazif Mujic,0.6,Sandra Mujic,0.6
410,280075.0,0.0,tt3399032,fr,Ablations,1.686,94.0,,Ablations,15.0,5.0,Denis Ménochet,7.322,Virginie Ledoyen,14.374,Florence Thomassin,2.94
411,41602.0,0.0,tt1196948,en,Charlie Countryman,12.904,107.0,,Charlie Countryman,502.0,6.4,Shia LaBeouf,13.082,Evan Rachel Wood,16.262,Mads Mikkelsen,39.043
412,300425.0,0.0,tt4020624,ta,லிங்கா,3.57,175.0,,Lingaa,44.0,5.2,Rajinikanth,4.11,Anushka Shetty,9.718,Sonakshi Sinha,0.756
413,146223.0,0.0,tt2218003,en,Closed Circuit,24.274,96.0,Ils voient chacun de vos mouvements,Closed Circuit,364.0,5.9,Eric Bana,16.166,Rebecca Hall,21.857,Ciarán Hinds,23.043
414,168530.0,25000000.0,tt1408253,en,Ride Along,20.559,99.0,Règle n°1 : ne jamais épouser la sœur d'un flic !,Mise à l'épreuve,1880.0,6.2,Ice Cube,10.677,Kevin Hart,13.733,John Leguizamo,16.933
415,210479.0,2000000.0,tt2692904,en,Locke,14.793,85.0,Pas de marche arrière,Locke,2207.0,6.9,Tom Hardy,38.545,Ruth Wilson,8.989,Andrew Scott,14.135
416,347812.0,0.0,tt2338834,fr,La pièce manquante,0.662,85.0,,La pièce manquante,2.0,7.5,Lola Dueñas,2.244,Philippe Torreton,2.241,Damien Bonnard,6.601
417,248774.0,0.0,tt2910274,en,Obvious Child,8.433,83.0,,Obvious Child,365.0,6.5,Jenny Slate,16.064,Jake Lacy,15.139,Gaby Hoffmann,10.288
418,209263.0,0.0,tt2390361,en,Enough Said,12.385,91.0,,All About Albert,655.0,6.7,Julia Louis-Dreyfus,7.967,James Gandolfini,9.657,Catherine Keener,13.981
419,127374.0,0.0,tt1930546,en,Arthur Newman,11.185,101.0,"Si vous n'avez pas de vie, prenez celle de quelqu'un d'autre.",Arthur Newman,174.0,5.7,Colin Firth,15.249,Emily Blunt,22.704,Lucas Hedges,5.548
420,266036.0,0.0,tt3510452,it,Incompresa,3.877,103.0,,L'Incomprise,36.0,6.3,Giulia Salerno,1.951,Charlotte Gainsbourg,11.694,Gabriel Garko,5.376
421,286114.0,0.0,tt3431812,fr,Le Grand Homme,1.391,106.0,,Le Grand Homme,7.0,7.3,Jérémie Renier,5.876,Surho Sugaipov,4.283,Ramzan Idiev,0.6
422,212778.0,11000000.0,tt2883512,en,Chef,21.508,114.0,"Quand on a plus rien à perdre, on a tout à gagner.",#Chef,2647.0,7.1,Jon Favreau,16.022,Sofía Vergara,12.929,Emjay Anthony,6.934
423,192134.0,0.0,tt2402105,en,Dom Hemingway,10.276,90.0,,Dom Hemingway,421.0,5.8,Jude Law,18.596,Demián Bichir,5.794,Richard E. Grant,4.958
424,302616.0,0.0,tt2638142,fr,G.H.B.,0.6,96.0,,G.H.B.,0.0,0.0,Marina Hands,6.694,Élodie Bouchez,6.225,Clémence Poésy,10.585
425,,,,,,,,,,,,,,,,,
426,175541.0,17500000.0,tt1425922,en,Black Nativity,7.295,93.0,,Black Nativity,45.0,5.4,Forest Whitaker,16.567,Angela Bassett,23.404,Jennifer Hudson,2.057
427,295099.0,0.0,tt3571904,fr,The Go-Go Boys: The Inside Story of Cannon Films,4.201,90.0,,The Go-Go Boys: The Inside Story of Cannon Films,14.0,6.3,Menahem Golan,1.962,Yoram Globus,1.96,Sylvester Stallone,25.232
428,,,,,,,,,,,,,,,,,
429,232175.0,7500000.0,tt1657510,en,Gimme Shelter,9.047,101.0,,Gimme Shelter,210.0,6.7,Vanessa Hudgens,15.675,Rosario Dawson,17.701,Brendan Fraser,14.788
430,296103.0,0.0,tt2805168,en,Je te survivrai,0.925,90.0,,Je te survivrai,7.0,4.6,Jonathan Zaccaï,2.772,Ben Riga,0.6,Laurent Capelluto,2.915
431,319921.0,0.0,tt2258447,en,Les Gouffres,0.995,65.0,,Les Gouffres,3.0,5.0,Nathalie Boutefeu,3.89,Mathieu Amalric,7.848,Vincent Launay-Franceschini,0.6
432,205601.0,10900000.0,tt2404181,en,Belle,13.899,105.0,,Belle,574.0,7.2,Gugu Mbatha-Raw,10.897,Tom Wilkinson,14.095,Sam Reid,11.097
433,174353.0,0.0,tt2673724,en,Michael H. – Profession: Director,1.587,100.0,,Michael Haneke : profession réalisateur,15.0,6.4,Michael Haneke,2.321,Isabelle Huppert,7.06,Juliette Binoche,8.906
434,298931.0,0.0,tt4085696,en,Billy Elliot: The Musical Live,10.916,163.0,,Billy Elliot: The Musical Live,55.0,8.1,Elliott Hanna,5.661,Ruthie Henshall,2.205,Deka Walmsley,0.626
435,219055.0,0.0,tt2325761,fr,Je m'appelle Hmmm...,0.715,121.0,,Je m'appelle Hmmm...,4.0,5.5,Lou-Lélia Demerliac,0.6,Douglas Gordon,0.6,Sylvie Testud,6.682
436,23483.0,28000000.0,tt1250777,en,Kick-Ass,70.275,117.0,Pas de pouvoir ? Pas de problème !,Kick-Ass,10052.0,7.1,Aaron Taylor-Johnson,11.272,Chloë Grace Moretz,60.591,Nicolas Cage,23.899
437,226857.0,20000000.0,tt2318092,en,Endless Love,20.391,105.0,,Un amour sans fin,1457.0,6.9,Alex Pettyfer,10.944,Gabriella Wilde,7.08,Bruce Greenwood,7.675
438,247464.0,0.0,tt2589070,fr,Cadences Obstinées,1.525,101.0,,Cadences Obstinées,2.0,5.5,Asia Argento,8.466,Nuno Lopes,6.808,Franco Nero,9.109
439,854868.0,0.0,tt14239846,en,Destination Love,2.951,90.0,,Destination Love,2.0,3.5,Anna Hutchison,8.812,Josh McKenzie,1.4,Jen Van Epps,1.628
440,77805.0,10000000.0,tt1426329,en,Lovelace,44.779,92.0,La vérité est plus profonde que vous ne le pensez.,Lovelace,549.0,6.1,Amanda Seyfried,31.144,Peter Sarsgaard,24.083,Hank Azaria,13.921
441,76544.0,25000000.0,tt2016940,en,Man of Tai Chi,48.949,115.0,,Man of Taï Chi,708.0,6.0,Tiger Hu Chen,4.939,Keanu Reeves,51.394,Karen Mok,7.325
442,246011.0,0.0,tt2402985,en,Ping Pong Summer,5.338,92.0,,Ping Pong Summer,39.0,5.9,Marcello Conte,0.652,Helena May Seabrook,0.6,John Hannah,12.821
443,258588.0,0.0,tt3554592,fr,Tout est permis,1.4,81.0,,Tout est permis,1.0,6.0,Ludovic Berthillot,2.377,Judith Chemla,1.651,Catherine Jacob,2.143
444,157832.0,0.0,tt2234003,en,Calvary,10.797,100.0,,Calvary,756.0,7.1,Brendan Gleeson,24.368,Chris O'Dowd,5.206,Kelly Reilly,39.856
445,214086.0,4000000.0,tt1839642,en,The Face of Love,10.013,92.0,,The Face of Love,113.0,6.2,Annette Bening,17.467,Ed Harris,18.304,Robin Williams,12.546
446,271683.0,0.0,tt2251648,fr,La dune,1.865,86.0,,La Dune,5.0,5.4,Niels Arestrup,4.07,Lior Ashkenazi,4.446,Guy Marchand,3.097
447,,,,,,,,,,,,,,,,,
448,212716.0,11000000.0,tt1486834,en,What If,13.292,98.0,Et si vous rencontriez la bonne personne... au mauvais moment ?,Et (beaucoup) plus si affinités,1688.0,6.7,Daniel Radcliffe,23.099,Zoe Kazan,17.651,Megan Park,18.595
449,157386.0,2500000.0,tt1714206,en,The Spectacular Now,31.018,95.0,,The Spectacular Now,2479.0,6.6,Miles Teller,10.284,Shailene Woodley,19.95,Masam Holden,3.14
450,,,,,,,,,,,,,,,,,
451,157380.0,0.0,tt2492664,en,May in the Summer,4.295,99.0,,May in the Summer,21.0,6.1,Cherien Dabis,2.132,Hiam Abbass,10.534,Bill Pullman,29.418
452,286599.0,0.0,tt2614400,en,Casanova Variations,2.135,118.0,,Casanova Variations,7.0,6.4,John Malkovich,13.244,Fanny Ardant,8.934,Veronica Ferres,2.13
453,20943.0,38000000.0,tt1142988,en,The Ugly Truth,54.362,96.0,La guerre des sexes est déclarée.,L'Abominable vérité,2965.0,6.5,Katherine Heigl,16.115,Gerard Butler,20.591,Eric Winter,11.289
454,255905.0,0.0,tt2851314,fr,Piégé,2.716,78.0,"S'il bouge, il meurt",Piégé,33.0,4.2,Pascal Elbé,1.62,Laurent Lucas,3.531,Caroline Bal,0.6
455,,,,,,,,,,,,,,,,,
456,259045.0,0.0,tt2833598,fr,Son épouse,2.376,108.0,,Son épouse,11.0,5.2,Yvan Attal,9.308,Charlotte Gainsbourg,11.694,Mahesh,0.6
457,324138.0,0.0,tt2072163,en,The Magic Piano,1.163,33.0,,Le piano magique,6.0,5.7,,,,,,
458,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,
460,216789.0,0.0,tt3092086,en,Ana Arabia,0.6,84.0,,Ana Arabia,8.0,6.3,Yuval Scharf,2.293,Yussuf Abu-Warda,1.4,Sarah Adler,2.749
461,224918.0,0.0,tt3150912,fr,À ciel ouvert,1.375,110.0,,À ciel ouvert,1.0,7.0,,,,,,
462,266058.0,300000.0,tt3661798,ko,도희야,9.54,119.0,,A girl at my door,92.0,6.8,Bae Doo-na,12.979,Kim Sae-ron,8.389,Song Sae-byuk,2.312
463,42423.0,0.0,tt0820118,it,Milano-Palermo: Il Ritorno,4.669,95.0,,Milan-Palerme: Le Retour,65.0,5.6,Giancarlo Giannini,3.629,Raoul Bova,5.76,Romina Mondello,4.142
464,243684.0,0.0,tt3179568,en,"Men, Women & Children",21.167,120.0,,"Men, Women & Children",756.0,6.5,Ansel Elgort,20.147,Jennifer Garner,16.248,Adam Sandler,20.683
465,270401.0,0.0,tt2876834,fr,Qui vive,0.851,83.0,,Qui vive,21.0,5.5,Reda Kateb,3.294,Adèle Exarchopoulos,9.783,Rashid Debbouze,0.6
466,283700.0,0.0,tt3125652,fr,Pasolini,7.698,81.0,,Pasolini,177.0,5.7,Willem Dafoe,33.036,Giada Colagrande,4.009,Riccardo Scamarcio,7.361
467,76375.0,0.0,tt1686069,fr,Le sens de l'humour,3.073,110.0,,Le sens de l'humour,13.0,6.0,Michel Côté,1.585,Benoît Brière,1.105,Anne Dorval,4.138
468,114982.0,0.0,tt2400275,fr,Adieu au langage,5.206,70.0,,Adieu au langage,136.0,6.1,Jessica Erickson,0.6,Héloïse Godet,1.631,Zoé Bruneau,0.895
469,211086.0,550000.0,tt2768766,hi,Faith Connections,1.442,115.0,,"Kumbh Mela, sur les rives du fleuve sacré",7.0,4.4,Bhole Baba,0.6,Hatha Yogi Baba,0.6,Pant Shirt Baba,0.6
470,128230.0,0.0,tt2361042,zh,三姊妹,2.198,153.0,,Les Trois Sœurs du Yunnan,10.0,7.3,,,,,,
471,196405.0,0.0,tt2914068,fr,Au bord du monde,0.6,98.0,,Au bord du monde,6.0,5.8,,,,,,
472,267999.0,2200000.0,tt2844798,hu,Fehér Isten,7.575,121.0,Les indésirables auront leur journée.,White God,256.0,6.7,Zsófia Psotta,1.38,Luke,0.6,Body,0.656
473,39254.0,110000000.0,tt0433035,en,Real Steel,217.848,127.0,Le courage est plus robuste que l'acier.,Real Steel,6630.0,6.9,Hugh Jackman,21.876,Dakota Goyo,6.332,Evangeline Lilly,25.032
474,183149.0,0.0,tt1167319,en,A Near Death Experience,4.293,89.0,,Au delà de la mort,15.0,5.1,Amy Acker,11.816,Bronwen Booth,2.464,Steve Cumyn,3.608
475,270665.0,0.0,tt3720802,fr,Mange tes morts : Tu ne diras point,1.646,94.0,,Mange tes morts : Tu ne diras point,31.0,6.2,Frédéric Dorkel,0.6,Jason François,0.6,Mickaël Dauber,0.6
476,428931.0,0.0,tt4600972,fr,En Sortant De L'Ecole,0.6,39.0,Court-Métrage,En Sortant De L'Ecole,2.0,6.5,,,,,,
477,206277.0,0.0,tt2636806,en,Shirley: Visions of Reality,2.531,93.0,,"Shirley, un voyage dans la peinture d'Edward Hopper",23.0,6.5,Stephanie Cumming,1.38,Christoph Bach,1.672,Florentín Groll,0.6
478,290316.0,0.0,tt3203992,fr,Mon amie Victoria,1.443,95.0,,Mon amie Victoria,16.0,6.1,Guslagie Malanga,0.6,Nadia Moussa,0.6,Catherine Mouchet,1.646
479,265349.0,0.0,tt3244512,en,Charlie's Country,5.247,108.0,,Charlie's Country,39.0,7.1,David Gulpilil,7.667,Peter Djigirr,0.6,Luke Ford,6.294
480,,,,,,,,,,,,,,,,,
481,214210.0,0.0,tt2991092,fr,Eastern Boys,8.366,125.0,,Eastern Boys,88.0,6.9,Olivier Rabourdin,11.495,Kirill Emelyanov,3.507,Daniil Vorobyov,4.313
482,268115.0,0.0,tt3164166,fr,Du goudron et des plumes,0.84,91.0,,Du goudron et des plumes,8.0,3.6,Isabelle Carré,4.334,Sami Bouajila,9.425,Talina Boyaci,0.841
483,79299.0,0.0,tt0055029,fr,Le jeu de la vérité,1.978,80.0,,Le jeu de la vérité,8.0,5.8,Robert Hossein,5.506,Françoise Prévost,0.609,Paul Meurisse,3.448
484,215924.0,1300000.0,tt2414046,es,Los insólitos peces gato,2.775,95.0,,Les drôles de poissons-chats,29.0,6.4,Lisa Owen,11.357,Ximena Ayala,2.54,Sonia Franco,0.6
485,253686.0,0.0,tt2577876,fr,Belle comme la femme d'un autre,2.812,90.0,,Belle comme la femme d'un autre,42.0,4.9,Olivier Marchal,7.345,Zabou Breitman,6.218,Audrey Fleurot,20.719
486,285023.0,0.0,tt3800010,fr,"Fidelio, l’odyssée d’Alice",3.173,92.0,,"Fidelio, l’odyssée d’Alice",27.0,5.8,Ariane Labed,10.941,Melvil Poupaud,5.984,Anders Danielsen Lie,9.313
487,252178.0,11000000.0,tt2614684,en,'71,15.313,99.0,Il va devoir se battre pour rentrer sain et sauf.,'71,891.0,6.8,Jack O'Connell,8.423,Sean Harris,10.279,Paul Anderson,30.852
488,270302.0,0.0,tt2717860,en,The Riot Club,13.174,107.0,,The Riot Club,902.0,5.9,Max Irons,12.845,Sam Claflin,11.629,Douglas Booth,15.035
489,437670.0,0.0,tt6471264,de,Fack ju Göhte 3,11.828,120.0,,Un Prof pas comme les autres 3,333.0,6.1,Elyas M'Barek,11.076,Katja Riemann,4.58,Jella Haase,6.448
