,tmdb_id,budget,imdb_id,original_language,original_title,tmdb_popularity,runtime,tagline,title,tmdb_vote_count,tmdb_vote_average,cast1,cast1_popularity,cast2,cast2_popularity,cast3,cast3_popularity
2163,590088.0,0.0,tt9855990,en,Nightmare Tenant,2.677,95.0,,La Locataire,5.0,6.2,Lauralee Bell,1.123,Virginia Tucker,1.547,Heather Hopkins,3.441
2164,49020.0,0.0,tt1440292,en,Submarine,10.946,97.0,,Submarine,1178.0,7.4,Noah Taylor,11.295,Paddy Considine,9.871,Craig Roberts,5.095
2165,155641.0,0.0,tt0021729,pl,Cham,0.6,71.0,,Cham,0.0,0.0,Krystyna Ankwicz,0.6,Mieczysław Cybulski,1.4,Eugeniusz Gielba,0.6
2166,57120.0,0.0,tt1518812,en,Meek's Cutoff,9.572,104.0,,La Dernière Piste,192.0,6.5,Michelle Williams,16.004,Bruce Greenwood,7.675,Will Patton,50.518
2167,63578.0,0.0,tt1740047,en,The Trip,17.653,111.0,,The Trip,235.0,6.8,Steve Coogan,10.042,Rob Brydon,8.507,Claire Keelan,8.057
2168,25941.0,7300000.0,tt1289406,en,Harry Brown,11.577,93.0,,Harry Brown,768.0,6.8,Michael Caine,16.713,Emily Mortimer,7.375,Iain Glen,14.482
2169,,,,,,,,,,,,,,,,,
2170,588361.0,0.0,tt0284075,en,"Couac, le vilain petit canard",1.121,65.0,,"Couac, le vilain petit canard",1.0,6.0,Gilles Coiffard,0.6,Barbara Weber-Scaff,2.145,Kim Broderick,0.6
2171,79070.0,3450000.0,tt1683921,fr,Nuit blanche,9.498,99.0,Ils lui ont pris ce qu'il a de plus cher,Nuit blanche,106.0,6.0,Tomer Sisley,4.872,Serge Riaboukine,1.43,Julien Boisselier,3.509
2172,46920.0,0.0,tt1509636,it,La nostra vita,4.955,93.0,,La nostra vita,108.0,6.7,Elio Germano,3.995,Isabella Ragonese,3.162,Raoul Bova,5.76
2173,78363.0,0.0,tt1896788,fr,My Little Princess,9.787,105.0,,My Little Princess,65.0,6.7,Isabelle Huppert,7.06,Georgetta Leahu,0.732,Denis Lavant,5.922
2174,42188.0,15000000.0,tt1334260,en,Never Let Me Go,14.394,103.0,Ces étudiants ont tout ce dont ils ont besoin... excepté le temps.,Auprès de moi toujours,1881.0,6.9,Carey Mulligan,9.743,Keira Knightley,17.411,Andrew Garfield,33.878
2175,28118.0,0.0,tt1461418,en,The Gruffalo,12.91,45.0,,Le Gruffalo,231.0,7.2,Helena Bonham Carter,35.09,Rob Brydon,8.507,Robbie Coltrane,11.008
2176,62176.0,0.0,tt1867988,fr,Bonobos,1.571,90.0,,Bonobos,10.0,5.4,Rebecca Hall,21.857,Luke Evans,26.178,Claudine André,0.6
2177,68639.0,0.0,tt1715881,fr,Une Folle envie,1.767,80.0,Il faut 104 rapports en moyenne pour avoir un enfant. Bon courage !,Une Folle envie,16.0,4.7,Clovis Cornillac,4.123,Olivia Bonamy,4.748,Marianne Denicourt,2.1
2178,23514.0,45000000.0,tt0376136,en,The Rum Diary,11.545,120.0,Une partie d'indignation. Une part de justice. Trois parts de rhum. Mélangez bien. Sans modération.,Rhum Express,956.0,5.9,Johnny Depp,42.666,Amber Heard,22.16,Aaron Eckhart,14.824
2179,47760.0,8000000.0,tt1498569,en,Restless,11.929,91.0,,Restless,344.0,6.5,Mia Wasikowska,12.811,Henry Hopper,1.244,Ryo Kase,2.957
2180,66128.0,0.0,tt1941585,fr,Les Mythos,5.584,87.0,Toujours là quand il faut pas.,Les Mythos,73.0,5.8,Stéphanie Crayencour,1.699,Ralph Amoussou,1.636,Alban Ivanov,1.046
2181,50456.0,30000000.0,tt0993842,en,Hanna,18.746,117.0,Jeune. Douce. Innocente. Fatale.,Hanna,2809.0,6.6,Saoirse Ronan,17.569,Eric Bana,16.166,Vicky Krieps,11.62
2182,,,,,,,,,,,,,,,,,
2183,812398.0,0.0,,fr,Trois fois 20 ans,0.6,95.0,,Trois fois 20 ans,0.0,0.0,,,,,,
2184,47261.0,0.0,tt1542852,es,Carancho,7.857,107.0,Un polar dense et virtuose,Carancho,111.0,6.6,Ricardo Darín,5.014,Martina Gusman,3.686,Carlos Weber,0.6
2185,87558.0,0.0,tt1754787,en,Les Tribulations d'une caissière,3.167,102.0,,Les Tribulations d'une caissière,55.0,5.1,Déborah François,8.319,Elsa Zylberstein,6.314,Nicolas Giraud,4.873
2186,69798.0,4478250.0,tt1716772,en,The Inbetweeners Movie,13.047,97.0,,Les Boloss,732.0,6.1,Simon Bird,3.139,James Buckley,3.13,Blake Harrison,9.827
2187,71859.0,7000000.0,tt1242460,en,We Need to Talk About Kevin,21.62,107.0,,We Need to Talk About Kevin,2206.0,7.6,Tilda Swinton,17.839,John C. Reilly,14.232,Ezra Miller,30.291
2188,57386.0,0.0,tt1723012,fr,Qui a envie d'être aimé ?,0.73,89.0,,Qui a envie d'être aimé ?,2.0,8.5,Éric Caravaca,3.43,Benjamin Biolay,1.819,Arly Jover,5.977
2189,58636.0,0.0,tt1674711,fr,La ligne droite,1.073,98.0,,La ligne droite,12.0,6.6,Rachida Brakni,1.854,Cyril Descours,1.764,Clémentine Célarié,4.325
2190,44629.0,5000000.0,tt1313092,en,Animal Kingdom,10.776,112.0,Une histoire de crime.,Animal Kingdom,621.0,6.8,James Frecheville,7.484,Ben Mendelsohn,16.945,Joel Edgerton,10.866
2191,82327.0,4500000.0,tt1618447,fr,Un amour de jeunesse,6.494,110.0,,Un amour de jeunesse,116.0,6.2,Lola Créton,2.117,Sebastian Urzendowsky,4.017,Valérie Bonneton,2.044
2192,38543.0,25000000.0,tt1233301,en,Ironclad,15.044,121.0,,Le Sang des Templiers,584.0,6.1,James Purefoy,13.835,Kate Mara,20.297,Jason Flemyng,21.557
2193,827625.0,0.0,tt14628992,fr,"Général Soleimani, le stratège de l'Iran",0.6,53.0,Retour sur celui qui fut l’homme de l’ombre des mollahs et le héros de tout un peuple,"Général Soleimani, le stratège de l'Iran",0.0,0.0,,,,,,
2194,59490.0,0.0,tt1664894,en,Cave of Forgotten Dreams,11.395,90.0,Le trésor de nos origines enfin révélé en 3D,La Grotte des rêves perdus,247.0,7.3,Werner Herzog,3.701,Dominique Baffier,0.608,Jean Clottes,0.84
2195,39013.0,2000000.0,tt1399683,en,Winter's Bone,15.789,100.0,,Winter's Bone,1394.0,6.8,Jennifer Lawrence,22.663,John Hawkes,4.074,Kevin Breznahan,6.6
2196,46705.0,1000000.0,tt1120985,en,Blue Valentine,15.562,94.0,Personne bébé sauf toi et moi.,Blue Valentine,2613.0,6.9,Ryan Gosling,10.491,Michelle Williams,16.004,John Doman,7.297
2197,74106.0,0.0,tt0825282,fr,Où va la nuit,0.678,105.0,,Où va la nuit,6.0,5.4,Yolande Moreau,4.664,Pierre Moure,1.646,Edith Scob,3.154
2198,398978.0,159000000.0,tt1302006,en,The Irishman,28.296,209.0,Son histoire a changé l'histoire.,The Irishman,5337.0,7.6,Robert De Niro,23.276,Al Pacino,35.001,Joe Pesci,29.755
2199,69106.0,0.0,tt1130982,fr,Avant l'Aube,1.799,104.0,,Avant l'aube,30.0,5.6,Jean-Pierre Bacri,2.617,Vincent Rottiers,6.096,Ludmila Mikaël,2.376
2200,,,,,,,,,,,,,,,,,
2201,85741.0,0.0,tt1699185,fr,Les hommes libres,1.904,99.0,,Les Hommes Libres,19.0,6.1,Tahar Rahim,4.994,Michael Lonsdale,4.621,Lubna Azabal,11.325
2202,63492.0,20000000.0,tt0770703,en,What's Your Number?,22.174,108.0,À la recherche du meilleur ex de sa vie.,(S)ex List,1968.0,6.5,Anna Faris,17.612,Chris Evans,21.47,Ari Graynor,7.964
2203,58253.0,0.0,tt1588335,fr,"Toi, moi, les autres",3.362,90.0,,"Toi, moi, les autres...",73.0,6.1,Leïla Bekhti,5.34,Benjamin Siksou,1.252,Cécile Cassel,2.974
2204,76532.0,0.0,tt2004279,fr,Les adoptés,3.386,100.0,,Les adoptés,57.0,7.1,Mélanie Laurent,15.735,Denis Ménochet,7.322,Marie Denarnaud,4.395
2205,59108.0,75000000.0,tt0471042,en,Tower Heist,51.804,104.0,"Des hommes ordinaires, un casse exceptionnel",Le Casse de Central Park,2412.0,6.0,Ben Stiller,13.39,Eddie Murphy,15.476,Casey Affleck,10.498
2206,110957.0,0.0,tt1922767,fr,Tous au Larzac,1.526,118.0,,Tous au Larzac,17.0,6.9,Léon Maille,0.6,Pierre Burguière,0.6,Christiane Burguière,0.6
2207,82029.0,0.0,tt1821468,fr,Itinéraire bis,2.778,80.0,Il avait tout prévu... Sauf elle.,Itinéraire Bis,58.0,5.5,Fred Testot,4.19,Leïla Bekhti,5.34,Jean-François Stévenin,2.744
2208,58151.0,30000000.0,tt1438176,en,Fright Night,16.892,105.0,Son voisin est trop mortel !,Fright Night,1538.0,6.2,Anton Yelchin,7.404,Colin Farrell,27.247,Toni Collette,18.08
2209,66120.0,11000000.0,tt1605769,fr,Le Moine,5.901,101.0,,Le Moine,82.0,5.4,Vincent Cassel,24.608,Déborah François,8.319,Joséphine Japy,4.16
2210,53776.0,0.0,tt1736636,fr,Poupoupidou,4.563,102.0,,Poupoupidou,68.0,6.2,Jean-Paul Rouve,6.144,Sophie Quinton,2.008,Guillaume Gouix,4.254
2211,50780.0,21000000.0,tt1321860,en,The Beaver,11.078,91.0,Il est là pour sauver la vie de Walter.,Le Complexe du castor,703.0,6.4,Mel Gibson,33.191,Jodie Foster,22.218,Jennifer Lawrence,22.663
2212,65055.0,28000000.0,tt1633356,en,Shark Night 3D,21.58,90.0,,Shark 3D,417.0,5.0,Sara Paxton,11.637,Dustin Milligan,14.408,Chris Carmack,12.262
2213,59440.0,25000000.0,tt1291584,en,Warrior,88.847,140.0,"Se battre pour son honneur, se battre pour sa famille.",Warrior,3647.0,7.8,Joel Edgerton,10.866,Tom Hardy,38.545,Jennifer Morrison,20.885
2214,59112.0,0.0,tt1473121,fr,Je n'ai rien oublié,2.901,93.0,,Je n'ai rien oublié,29.0,6.5,Gérard Depardieu,11.087,Alexandra Maria Lara,14.371,Niels Arestrup,4.07
2215,93265.0,0.0,tt2034832,fr,Émilie Jolie,1.705,72.0,,Émilie Jolie,7.0,6.1,,,,,,
2216,707442.0,0.0,,en,Detective Dee: The Lost Gold,1.444,0.0,,Detective Dee: The Lost Gold,3.0,5.5,Mark.DU,0.6,Zhuo Wen,0.84,,
2217,48340.0,30000000.0,tt0881320,en,Sanctum,85.448,105.0,La seule issue est de descendre.,Sanctum,812.0,6.0,Richard Roxburgh,9.61,Ioan Gruffudd,9.927,Rhys Wakefield,7.395
2218,74119.0,0.0,tt1753792,fr,"Et soudain, tout le monde me manque",5.34,98.0,,"Et soudain, tout le monde me manque",92.0,5.9,Mélanie Laurent,15.735,Michel Blanc,7.453,Géraldine Nakache,1.251
2219,49021.0,66000000.0,tt1448755,en,Killer Elite,64.585,117.0,Que le meilleur survive.,Killer Elite,1724.0,6.3,Jason Statham,62.149,Clive Owen,9.461,Robert De Niro,23.276
2220,66122.0,0.0,tt1717158,fr,Low Cost,7.378,89.0,Aller simple. Retour compliqué.,Low Cost,97.0,5.1,Jean-Paul Rouve,6.144,Judith Godrèche,8.44,Gérard Darmon,3.418
2221,76216.0,0.0,tt1653913,ja,ヘルドライバー,4.439,106.0,,Hell Driver,35.0,5.9,Yumiko Hara,2.116,Eihi Shiina,8.655,Kazuki Namioka,4.645
2222,78206.0,12000000.0,tt1663321,fr,Poulet aux Prunes,9.211,93.0,,Poulet aux Prunes,124.0,7.1,Mathieu Amalric,7.848,Edouard Baer,3.303,Maria de Medeiros,8.671
2223,66128.0,0.0,tt1941585,fr,Les Mythos,5.584,87.0,Toujours là quand il faut pas.,Les Mythos,73.0,5.8,Stéphanie Crayencour,1.699,Ralph Amoussou,1.636,Alban Ivanov,1.046
2224,55846.0,15774948.0,tt1297919,en,Blitz,98.183,96.0,C'est un tueur de flic contre un flic tueur.,Blitz,1293.0,6.1,Jason Statham,62.149,Paddy Considine,9.871,Aidan Gillen,14.915
2225,93188.0,8978040.0,tt1815799,fr,Les bien-aimés,5.581,138.0,,Les bien-aimés,56.0,6.2,Chiara Mastroianni,2.023,Catherine Deneuve,10.314,Ludivine Sagnier,11.161
2226,50348.0,40000000.0,tt1189340,en,The Lincoln Lawyer,18.434,118.0,Ce cas est un jeu dangereux de vie et de mort.,La Défense Lincoln,2511.0,7.2,Matthew McConaughey,23.638,Marisa Tomei,18.72,Ryan Phillippe,17.389
2227,85449.0,0.0,tt1638350,fr,Le Skylab,4.555,103.0,,Le Skylab,56.0,6.1,Lou Alvarez,0.6,Julie Delpy,10.215,Eric Elmosnino,3.969
2228,102449.0,0.0,tt0770824,fr,Un jour d'été,1.981,90.0,,Un jour d'été,10.0,5.5,Baptiste Bertin,2.421,Catherine Mouchet,1.646,Jean-François Stévenin,2.744
2229,102969.0,0.0,tt1730689,fr,Des vents contraires,9.062,91.0,,Des vents contraires,99.0,5.8,Benoît Magimel,5.454,Isabelle Carré,4.334,Antoine Duléry,1.219
2230,82143.0,0.0,tt0116079,fr,Le dernier chaperon rouge,2.401,26.0,,Le dernier chaperon rouge,17.0,6.9,Emmanuelle Béart,20.009,Gérald Weingand,0.98,Diana Payne-Myers,0.6
2231,78478.0,0.0,tt1726889,fr,On ne choisit pas sa famille,6.077,103.0,,On ne choisit pas sa famille,151.0,5.8,Christian Clavier,6.732,Jean Reno,21.047,Muriel Robin,1.266
2232,44115.0,18000000.0,tt1542344,en,127 Hours,26.066,94.0,Chaque seconde compte.,127 heures,6335.0,7.1,James Franco,10.573,Kate Mara,20.297,Amber Tamblyn,12.775
2233,,,,,,,,,,,,,,,,,
2234,71179.0,0.0,tt1942120,fr,Toutes nos envies,3.934,120.0,,Toutes nos envies,54.0,6.7,Vincent Lindon,6.823,Marie Gillain,3.405,Amandine Dewasmes,1.94
2235,38322.0,32000000.0,tt1464174,en,"Big Mommas: Like Father, Like Son",78.041,107.0,La Lady Gra-Gra du FBI est de retour,Big Mamma : De père en fils,994.0,5.6,Martin Lawrence,29.923,Brandon T. Jackson,6.406,Portia Doubleday,11.915
2236,516999.0,0.0,tt0380434,fr,Les Immortels,1.4,98.0,,Les Immortels,2.0,4.5,Guillaume Lemay-Thivierge,3.193,Jean Lapointe,0.6,Isabelle Lemme,0.6
2237,77461.0,21000000.0,tt1772424,ar,وهلأ لوين؟‎,6.992,110.0,,Et maintenant on va où ?,150.0,7.4,Claude Msawbaa,0.6,Leyla Hakim,0.84,Nadine Labaki,7.544
2238,48988.0,36000000.0,tt0480687,en,Hall Pass,40.692,105.0,Une semaine zéro limite.,Bon à tirer (B.A.T.),1619.0,5.6,Owen Wilson,34.946,Jason Sudeikis,10.85,Jenna Fischer,16.626
2239,83801.0,6965576.0,tt1582244,fr,Présumé coupable,4.801,102.0,,Présumé coupable,85.0,7.3,Philippe Torreton,2.241,Wladimir Yordanoff,1.62,Noémie Lvovsky,3.016
2240,62215.0,7400000.0,tt1527186,en,Melancholia,18.034,130.0,Profites-en tant que ça dure.,Melancholia,2781.0,7.2,Kirsten Dunst,28.631,Charlotte Gainsbourg,11.694,Kiefer Sutherland,15.79
2241,77460.0,0.0,tt1830499,fr,Beur sur la ville,5.948,99.0,,Beur sur la ville,97.0,4.4,Booder,1.684,Issa Doumbia,2.717,Sandrine Kiberlain,7.897
2242,78394.0,5000000.0,tt1529567,en,Sea Rex 3D: Journey to a Prehistoric World,3.368,41.0,,Océanosaures : Voyage au temps des dinosaures,15.0,7.2,Guillaume Denaiffe,0.6,Norbert Ferrer,1.052,Chloé Hollings,3.233
2243,63831.0,0.0,tt1827512,fr,Le Gamin au vélo,8.464,87.0,,Le Gamin au vélo,322.0,7.1,Cécile de France,7.466,Thomas Doret,1.798,Jérémie Renier,5.876
2244,50646.0,50000000.0,tt1570728,en,"Crazy, Stupid, Love.",33.83,118.0,C'est fou. C'est stupide. C'est l'amour.,"Crazy, Stupid, Love.",6846.0,7.3,Steve Carell,18.466,Julianne Moore,16.049,Emma Stone,24.591
2245,50544.0,35000000.0,tt1632708,en,Friends with Benefits,66.332,104.0,,Sexe entre amis,6761.0,6.7,Justin Timberlake,6.995,Mila Kunis,26.214,Jenna Elfman,13.664
2246,277432.0,25000000.0,tt2461132,hi,Happy New Year,10.461,180.0,,Happy New Year,183.0,6.1,Shah Rukh Khan,11.831,Deepika Padukone,4.942,Abhishek Bachchan,1.756
2247,55721.0,32500000.0,tt1478338,en,Bridesmaids,19.647,124.0,,Mes meilleures amies,3759.0,6.5,Kristen Wiig,17.841,Maya Rudolph,9.55,Rose Byrne,24.702
2248,59861.0,30000000.0,tt1583420,en,Larry Crowne,14.327,99.0,,Il n'est jamais trop tard,1071.0,5.9,Tom Hanks,27.68,Julia Roberts,11.128,Bryan Cranston,27.672
2249,73532.0,3850000.0,tt1508675,fr,Le Havre,8.985,89.0,,Le Havre,309.0,7.0,André Wilms,2.906,Kati Outinen,2.734,Jean-Pierre Darroussin,1.531
2250,50359.0,63000000.0,tt1411704,en,Hop,38.463,95.0,,Hop,996.0,5.7,Russell Brand,11.957,James Marsden,22.15,Kaley Cuoco,18.842
2251,23629.0,82000000.0,tt0978764,en,Sucker Punch,93.1,110.0,La réalité est une prison. Votre esprit est la clé.,Sucker Punch,3938.0,6.1,Emily Browning,17.486,Abbie Cornish,12.552,Jena Malone,16.172
2252,68178.0,0.0,tt1710590,fr,Omar m'a tuer,4.445,85.0,Je m'appelle Omar Raddad. J'étais jardinier.,Omar m'a tuer,83.0,6.6,Sami Bouajila,9.425,Maurice Bénichou,1.675,Denis Podalydès,2.132
2253,60650.0,0.0,tt1715356,fr,Tous les soleils,3.177,105.0,,Tous les soleils,47.0,6.6,Clotilde Courau,3.772,Anouk Aimée,7.864,Neri Marcorè,1.276
2254,62835.0,40000000.0,tt1657507,en,Colombiana,87.603,105.0,La vengeance est belle.,Colombiana,2092.0,6.6,Zoe Saldana,19.751,Cliff Curtis,15.756,Callum Blue,7.469
2255,56418.0,0.0,tt1686067,fr,La source des femmes,5.473,135.0,,La source des femmes,134.0,6.8,Leïla Bekhti,5.34,Hafsia Herzi,5.927,Biyouna,2.198
2256,50014.0,25000000.0,tt1454029,en,The Help,149.537,146.0,Un grand changement commence parfois par un murmure.,La Couleur des sentiments,6244.0,8.2,Emma Stone,24.591,Viola Davis,13.496,Octavia Spencer,8.646
2257,61667.0,11000000.0,tt1456472,it,Habemus Papam,9.991,104.0,,Habemus Papam,427.0,6.8,Michel Piccoli,2.794,Nanni Moretti,1.54,Margherita Buy,2.967
2258,58224.0,55000000.0,tt1396218,en,Mr. Popper's Penguins,47.874,100.0,,M. Popper et ses pingouins,2415.0,5.9,Jim Carrey,26.935,Carla Gugino,31.211,Madeline Carroll,16.372
2259,78476.0,0.0,tt1718835,fr,Mon pire cauchemar,7.364,103.0,"Grossier, alcoolique, obsédé : il est son pire cauchemar.",Mon pire cauchemar,183.0,5.4,Isabelle Huppert,7.06,Benoît Poelvoorde,4.237,André Dussollier,3.534
2260,81342.0,0.0,tt1828995,fr,La délicatesse,6.471,108.0,"Une nouvelle comédie romantique sur l'amour, le destin et autres délices.",La Délicatesse,365.0,6.4,Audrey Tautou,17.396,François Damiens,3.061,Mélanie Bernier,2.657
2261,57382.0,0.0,tt1708526,fr,Halal police d'État,6.03,98.0,,Halal police d’État,124.0,4.5,Ramzy Bedia,9.627,Eric Judor,3.337,Jean-Pierre Lazzerini,0.6
2262,44912.0,200000000.0,tt1133985,en,Green Lantern,104.481,114.0,Son pouvoir est sans limites.,Green Lantern,6152.0,5.2,Ryan Reynolds,45.282,Blake Lively,15.259,Peter Sarsgaard,24.083
2263,72571.0,5000000.0,tt1778304,en,Paranormal Activity 3,68.194,94.0,Découvrez l'origine du phénomène.,Paranormal Activity 3,1796.0,5.9,Katie Featherston,5.334,Sprague Grayden,11.273,Lauren Bittner,3.849
2264,51540.0,35000000.0,tt1499658,en,Horrible Bosses,37.519,100.0,Démission impossible.,Comment tuer son boss ?,5408.0,6.6,Jason Bateman,17.22,Charlie Day,13.1,Jason Sudeikis,10.85
2265,48171.0,37000000.0,tt1161864,en,The Rite,61.474,109.0,Ne pas y croire ne vous sauvera pas.,Le Rite,1693.0,6.1,Anthony Hopkins,19.151,Colin O'Donoghue,8.533,Alice Braga,35.218
2266,73562.0,0.0,tt1931470,fr,La guerre est déclarée,5.258,96.0,,La guerre est déclarée,160.0,7.2,Valérie Donzelli,3.912,Jérémie Elkaïm,2.066,Gabriel Elkaïm,0.6
2267,51052.0,10000000.0,tt1430607,en,Arthur Christmas,19.549,98.0,Vous êtes-vous déjà demandé comment 2 milliards de cadeaux sont livrés en 1 nuit?,Mission : Noël - Les aventures de la famille Noël,1130.0,6.7,James McAvoy,22.01,Hugh Laurie,6.046,Bill Nighy,22.002
2268,49009.0,30000000.0,tt1023114,en,The Way Back,15.597,134.0,Leur évasion n'était que le début.,Les Chemins de la Liberté,1197.0,7.0,Jim Sturgess,8.923,Ed Harris,18.304,Saoirse Ronan,17.569
2269,8967.0,32000000.0,tt0478304,en,The Tree of Life,16.33,138.0,Rien ne s'arrête.,The Tree of Life : L'Arbre de Vie,2560.0,6.7,Brad Pitt,22.264,Sean Penn,11.434,Jessica Chastain,17.135
2270,51876.0,27000000.0,tt1219289,en,Limitless,91.024,105.0,"Et si une pilule pouvait vous permettre de devenir intelligent, riche et puissant ?",Limitless,8938.0,7.2,Bradley Cooper,40.631,Robert De Niro,23.276,Abbie Cornish,12.552
2271,40188.0,0.0,tt1376451,fr,Une Petite zone de turbulences,3.922,108.0,,Une Petite zone de turbulences,38.0,5.3,Michel Blanc,7.453,Miou-Miou,3.095,Mélanie Doutey,2.938
2272,46675.0,0.0,tt1521874,fr,Les meilleurs amis du monde,4.099,86.0,,Les meilleurs amis du monde,45.0,5.6,Marc Lavoine,1.632,Pierre-François Martin-Laval,2.091,Léa Drucker,5.293
2273,27581.0,100000000.0,tt1386588,en,The Other Guys,74.263,107.0,,Very Bad Cops,3365.0,6.3,Will Ferrell,9.602,Mark Wahlberg,41.12,Eva Mendes,17.562
2274,51072.0,0.0,tt1529569,fr,De vrais mensonges,7.936,105.0,,De vrais mensonges,118.0,6.0,Audrey Tautou,17.396,Sami Bouajila,9.425,Nathalie Baye,7.728
2275,34851.0,40000000.0,tt1424381,en,Predators,135.137,107.0,La peur est de retour,Predators,3148.0,6.2,Adrien Brody,16.495,Topher Grace,6.516,Alice Braga,35.218
2276,41216.0,80000000.0,tt1219342,en,Legend of the Guardians: The Owls of Ga'Hoole,21.086,99.0,,Le Royaume de Ga'Hoole : La Légende des gardiens,1863.0,6.8,Jim Sturgess,8.923,Ryan Kwanten,10.715,Hugo Weaving,29.743
2277,,,,,,,,,,,,,,,,,
2278,41439.0,20000000.0,tt1477076,en,Saw 3D,57.573,90.0,Les pièges prennent vie,Saw 3D : Chapitre final,2327.0,6.0,Tobin Bell,14.408,Costas Mandylor,11.891,Betsy Russell,9.267
2279,33909.0,70000000.0,tt1027718,en,Wall Street: Money Never Sleeps,14.72,131.0,,Wall Street : L'argent ne dort jamais,1241.0,6.1,Michael Douglas,11.518,Shia LaBeouf,13.082,Josh Brolin,46.497
2280,49510.0,0.0,tt1376421,en,Imogène McCarthery,2.079,82.0,,Imogène McCarthery,32.0,5.4,Catherine Frot,6.567,Lambert Wilson,17.157,Danièle Lebrun,0.835
2281,51450.0,0.0,tt1754455,fr,L'apprenti Père Noël,4.043,80.0,,L'apprenti Père Noël,37.0,6.0,Nathan Simony,0.6,Benoît Allemane,1.638,Julie Gayet,2.354
2282,38961.0,0.0,tt1486190,en,Tamara Drewe,11.907,109.0,,Tamara Drewe,338.0,5.9,Gemma Arterton,19.879,Roger Allam,5.403,Bill Camp,8.906
2283,43593.0,24000000.0,tt0464154,en,Piranha 3D,47.802,85.0,Il y a quelque chose dans l'eau.,Piranha 3D,1744.0,5.4,Elisabeth Shue,30.657,Jerry O'Connell,12.002,Steven R. McQueen,19.25
2284,644712.0,9204790.0,tt9648672,hi,Street Dancer 3D,3.199,146.0,,Street Dancer 3D,21.0,7.9,Varun Dhawan,5.647,Shraddha Kapoor,1.979,Nora Fatehi,8.156
2285,38167.0,60000000.0,tt0879870,en,Eat Pray Love,23.228,136.0,"Changer de vie, on en a tous rêvé... Elle a osé.","Mange, prie, aime",2011.0,6.2,Julia Roberts,11.128,Javier Bardem,25.437,James Franco,10.573
2286,43347.0,30000000.0,tt0758752,en,Love & Other Drugs,157.241,112.0,Accros aux nuits sans lendemain ou dépendants l'un de l'autre ?,Love & autres drogues,4168.0,7.0,Jake Gyllenhaal,25.473,Anne Hathaway,35.053,Oliver Platt,15.152
2287,460229.0,0.0,tt7144296,en,Kiss and Kill,10.764,81.0,,Kiss and Kill,27.0,4.7,Kira Noir,23.046,Eve Marlowe,13.731,Damian T. Raven,2.982
2288,50845.0,0.0,tt1517214,fr,Le Bruit des glaçons,6.142,87.0,Un film mortel,Le Bruit des glaçons,208.0,5.9,Jean Dujardin,11.604,Albert Dupontel,8.688,Anne Alvaro,0.84
2289,57695.0,14734000.0,tt1599975,fr,La Princesse de Montpensier,9.516,139.0,,La Princesse de Montpensier,228.0,6.3,Mélanie Thierry,10.288,Lambert Wilson,17.157,Gaspard Ulliel,31.48
2290,22972.0,100000000.0,tt0947810,en,Green Zone,19.941,115.0,,Green zone,1805.0,6.5,Matt Damon,25.666,Greg Kinnear,8.994,Brendan Gleeson,24.368
2291,22947.0,25000000.0,tt1193138,en,Up in the Air,16.023,109.0,L'histoire d'un homme en correspondance.,In the air,2986.0,6.8,George Clooney,16.481,Vera Farmiga,27.019,Anna Kendrick,17.187
2292,41436.0,3000000.0,tt1536044,en,Paranormal Activity 2,33.768,98.0,Etes-vous prêts ?,Paranormal Activity 2,1994.0,5.8,Sprague Grayden,11.273,Brian Boland,0.727,Molly Ephraim,12.722
2293,41733.0,65000000.0,tt1231583,en,Due Date,50.268,95.0,Combien de temps va-t-il le supporter ?,Date limite,4571.0,6.3,Robert Downey Jr.,47.113,Zach Galifianakis,31.797,Michelle Monaghan,19.311
2294,53844.0,0.0,tt1718801,fr,Il reste du jambon ?,3.856,90.0,,Il reste du jambon ?,133.0,5.0,Ramzy Bedia,9.627,Leïla Bekhti,5.34,Géraldine Nakache,1.251
2295,23483.0,28000000.0,tt1250777,en,Kick-Ass,70.275,117.0,Pas de pouvoir ? Pas de problème !,Kick-Ass,10052.0,7.1,Aaron Taylor-Johnson,11.272,Chloë Grace Moretz,60.591,Nicolas Cage,23.899
2296,50848.0,4600000.0,tt1646974,fr,Le Nom des gens,8.027,104.0,Les noms sont fourbes et les apparences trompeuses,Le Nom des gens,235.0,7.3,Jacques Gamblin,1.959,Sara Forestier,6.298,Zinedine Soualem,2.832
2297,508947.0,190000000.0,tt8097030,en,Turning Red,5241.489,100.0,Bienvenue dans l'âge bête,Alerte rouge,1730.0,7.5,Rosalie Chiang,13.354,Sandra Oh,13.31,Ava Morse,7.261
2298,53457.0,10000000.0,tt1668200,fr,Elle s'appelait Sarah,10.848,111.0,Découvrez le mystère.,Elle s'appelait Sarah,598.0,7.3,Kristin Scott Thomas,9.902,Mélusine Mayance,2.43,Niels Arestrup,4.07
2299,37832.0,3000000.0,tt1473074,fr,Mammuth,6.6,92.0,,Mammuth,122.0,5.8,Gérard Depardieu,11.087,Yolande Moreau,4.664,Isabelle Adjani,14.915
2300,56424.0,0.0,tt1583303,fr,Les invités de mon père,3.147,100.0,,Les invités de mon père,44.0,5.9,Fabrice Luchini,6.288,Karin Viard,5.134,Michel Aumont,1.35
